essay_id,score,grade,ell,prompt_id,word_count,token_count,regime,burn_in_used,half_life,half_life_128,delta_max,delta_128,ppl_W32,ppl_W64,ppl_W128,ppl_W256,ppl_W384,ppl_W512,score_bin,length_bin
8A8B13591181,4,10,non_ELL,Car-free cities,772,977,extended,512,90.67613459712062,63.521313366873294,1.7776158966007358,1.2468626940995584,8.651484129062826,8.018585275090619,7.404621434963268,7.2947743469925905,7.25677671552989,6.87386823246209,mid,6
8FFFA9711FA2,4,10,non_ELL,Car-free cities,725,975,extended,512,112.17581809531455,87.77786606863245,3.304101540853164,2.056605353098867,13.314417800033416,12.894010352581724,11.25781244693455,10.756513438715173,10.543735406696783,10.010316259180252,mid,6
CBCA3CFF320B,4,11,ELL,Distance learning,721,957,extended,512,193.5244203255188,83.10421235415592,4.288023533229854,1.86484184086682,13.573489085828843,13.037835171866837,11.708647244962023,11.163297124835267,10.740468742771846,9.285465552598989,mid,6
0B1B547521F1,5,10,non_ELL,Exploring Venus,766,966,extended,512,125.5738709876828,76.10492908954892,2.482459058903226,1.270938130057571,12.407751736835868,11.920510775860532,11.136813606778297,10.892667479657065,10.580640324734887,9.925292677932642,high,6
457D9B0CF71F,6,10,non_ELL,Car-free cities,717,956,extended,512,102.91209301386337,55.60686060048963,1.8913899449424818,1.082419808195878,11.429368315362371,10.695737646539984,10.346948507166493,9.786959619407781,9.61688384017638,9.53797837041989,high,6
8B537610A20A,6,11,non_ELL,Distance learning,835,961,extended,512,246.8650747073712,93.69031882519613,1.8382074518942941,0.2024645011048909,6.71506975555054,6.701440120102006,6.512605254445649,5.740891435179272,5.208727311860879,4.876862303656246,high,6
1909DEE8C6B8,2,10,non_ELL,Car-free cities,673,826,extended,512,225.67951901039345,96.64364299457452,7.181784488168544,1.9189583101075627,18.771050274291785,18.810440184062475,16.852091964184222,14.661176757832235,11.767337649024,11.58926578612324,low,2
A2403E2ED72A,2,10,non_ELL,Car-free cities,612,828,extended,512,189.6856637162714,49.55301415294937,4.863609562145063,1.759516734883091,16.651941356177208,15.048098989685458,14.892424621294117,13.497402427676224,12.362140660297417,11.788331794032144,low,2
3EC88BE82F4F,2,8,non_ELL,The Face on Mars,666,841,extended,512,82.06991090814233,55.39152882329968,4.300740905603384,2.7810369119585463,17.963112114993116,16.060859768536186,15.18207520303457,14.353050404438768,14.02352012843765,13.662371209389732,low,2
9278F35CE330,4,10,non_ELL,Facial action coding system,663,832,extended,512,195.43752306636276,74.10391134690605,3.8840348042652693,1.0895437015970977,15.283309811992721,14.840666457385936,14.193766110395623,12.575725756790538,11.540858959795907,11.399275007727452,mid,2
87A9DEE6758F,4,9,non_ELL,Does the electoral college work?,666,843,extended,512,185.38667806647277,91.4488701536309,1.724989249912566,0.6305651751254997,7.669535281253918,7.5910210465187165,7.038970106128418,6.521655450905599,6.199265444673171,5.944546031341352,mid,2
B49ED6AC9AF3,4,9,non_ELL,Does the electoral college work?,672,841,extended,512,153.1803993786432,59.15619106414617,2.244031475285814,0.8816117384539837,13.41370539783062,12.89427364902814,12.532093659376637,11.310043467341908,11.218316192424906,11.169673922544806,mid,2
FBE8983EF69C,5,8,ELL,Mandatory extracurricular activities,712,826,extended,512,171.63103959467475,56.17179038520029,1.3695024309087946,0.4889018799609488,6.450873565721566,6.1272554160223764,5.961971685760617,5.3874101998082855,5.173316219126603,5.0813711348127715,high,2
1028F5A588AA,6,10,non_ELL,Facial action coding system,722,844,extended,512,135.6757682988699,55.42755889320547,7.502195363998178,3.6464641341207837,21.90710081902845,19.41672500087808,18.260636684907666,16.515782800978577,15.37368174395213,14.404905455030272,high,2
31998D3364B9,5,11,non_ELL,Distance learning,710,840,extended,512,175.9673876454895,50.98111836192253,1.2368570592242882,0.3693550701706636,8.093015785014758,7.781670530744291,7.723660714844095,7.059013245523189,6.845702286333261,6.85615872579047,high,2
4548C04F9AC7,1,12,ELL,Distance learning,959,1066,extended,512,60.13209001436574,53.20475840653556,3.132445724996508,2.361102740188059,20.66892583091913,18.88736137643492,18.30782309073107,17.507081394596785,17.555316162815064,17.53648010592262,low,7
2BC448B88B54,2,8,non_ELL,The Face on Mars,745,1007,extended,512,70.86584637741088,61.075378933981604,2.120202641212341,1.7711520074849876,12.747320806857312,11.77266688457809,10.976168799372324,10.409598155307119,10.641999003157403,10.627118165644971,low,7
86B8E74548F4,2,8,non_ELL,Mandatory extracurricular activities,945,1020,extended,512,99.73698167948643,58.556752785674945,4.95712017563136,3.006309319812388,25.934975716413902,24.12372456288641,22.928666396601514,21.837069226597613,21.271945959437307,20.977855540782542,low,7
544FF2EE0ACC,4,10,non_ELL,Car-free cities,821,1044,extended,512,220.69408219529865,62.163129877039545,2.2951884499476325,0.8176687884901757,11.293517081339127,10.859785546542351,10.475848292848951,10.020258735568152,9.73383352101367,8.998328631391495,mid,7
58A8BDB13078,4,10,non_ELL,Driverless cars,819,1000,extended,512,82.16669609256941,66.32954246175615,1.2353800018469752,0.9829544324534005,10.451775502639238,9.978863367488445,9.468821070185838,9.190262838845433,9.125314558204328,9.216395500792263,mid,7
3C9ABAD0EB27,4,10,non_ELL,Distance learning,900,1026,extended,512,108.88339172813417,69.10157423978806,2.241418582768997,1.3378161792959329,16.925857225896905,16.314887599542114,15.588041046600972,15.04567414991438,14.93634640281611,14.684438643127908,mid,7
B651AEF954C3,5,8,non_ELL,Seeking multiple opinions,844,1017,extended,512,98.83559105236449,56.78169060209228,1.859195596814721,1.1086181428534632,8.813949111734226,8.098183162975355,7.705330968880763,7.4129889180731965,7.2369256285540295,6.954753514919505,high,7
E2F4E68CFEAD,6,11,non_ELL,Distance learning,735,991,extended,512,145.33528667540358,73.46229316330158,2.1425927273233096,0.9822033532394965,14.601789665225814,14.195894138748743,13.619586311986318,12.961742830792739,12.538050313969407,12.459196937902504,high,7
D7B12358DBA3,6,11,non_ELL,Distance learning,893,1043,extended,512,133.2905308859019,69.22963014044662,2.4636417620486286,1.211594014070414,9.216625476765572,8.664734788417054,8.005031462695158,7.515659218976024,7.271128502496527,6.752983714716943,high,7
D43178C538DF,2,8,non_ELL,Seeking multiple opinions,1089,1454,extended,512,340.02206699233676,54.168142917010336,39.79975320667813,2.060245400299898,46.064031074848494,44.57703568113402,44.003785674548595,40.446113589252356,18.688843951529375,6.264277868170361,low,9
C278EDC82048,2,6,UNK,"""A Cowboy Who Rode the Waves""",1656,1860,extended,512,63.46611323206713,60.324848360006655,3.802664696618498,3.423044343014137,4.804420336134617,2.8708280078679276,1.3813759931204805,1.0066472872054524,1.002274279359329,1.0017556395161191,low,9
7263826C2217,2,9,non_ELL,Does the electoral college work?,982,1250,extended,512,274.9247124889938,48.3375533156534,4.7434417620539016,1.300936512975948,13.118411947466422,11.844354332751749,11.817475434490474,11.150481116293191,8.41938935406245,8.37497018541252,low,9
767FE7E8D2C6,2,10,non_ELL,Car-free cities,1040,1322,extended,512,87.92324695236678,59.972604270335424,2.2507653744572353,1.5374514471839102,10.025126586460873,9.145722476739502,8.487675139276963,8.300936847701019,8.195448105101857,7.774361212003638,low,9
762F8D750987,4,10,non_ELL,Car-free cities,1164,1507,extended,512,217.95477695042345,88.02449924604576,2.0161441661241124,0.24065091114462867,10.565968672737435,10.517956478091344,10.325317761592807,9.233325614699176,8.933944036548757,8.549824506613323,mid,9
32E2949B0C66,3,8,ELL,Mandatory extracurricular activities,1109,1290,extended,512,259.4478508188255,56.599508431319364,1.6563653892817847,0.3621221042802656,10.126053270624608,9.89052199223908,9.763931166344342,9.317277398955635,8.596807323266002,8.469687881342823,mid,9
05F9DC51226B,4,8,non_ELL,Seeking multiple opinions,1098,1395,extended,512,193.00648238366495,49.37757656634182,2.263021920388626,0.5705017136700281,10.694438258589788,10.169162056590467,10.12393654491976,9.019290040109759,8.69260858360872,8.431416338201162,mid,9
EA03135D3C88,4,11,ELL,Summer projects,1027,1234,extended,512,156.62622747101074,92.49863724002896,1.637759181217742,0.7224015717625729,9.587449780306551,9.516202093894751,8.865048208543978,8.433654081433378,8.040024802710795,7.949690599088809,mid,9
8DFFA4FB6135,5,8,non_ELL,Seeking multiple opinions,1145,1319,extended,512,154.49407988000638,60.38333559521559,2.2643787156625566,1.024652318015474,7.7590425048367475,7.1814346675460845,6.734390186821273,6.21484992881781,5.846713025226292,5.494663789174191,high,9
839F4F7F7DD7,6,11,non_ELL,Distance learning,934,1152,extended,512,126.7250380825145,57.39961469883389,1.2996753367534826,0.6546640163692867,10.208834135011376,9.796441097317402,9.554170118642089,9.676772795031262,9.370092626943908,8.909158798257893,high,9
C0BB113BE4C6,6,11,non_ELL,Summer projects,927,1158,extended,512,117.86549393460712,89.61608146546286,5.224546678331867,3.009583508137954,15.103986709396922,14.6034402130419,12.094403201258968,11.841540896760053,10.108042504670063,9.879440031065055,high,9
F01079641FE1,5,8,non_ELL,Seeking multiple opinions,967,1277,extended,512,110.17658616010284,67.1550052658557,2.548137301728909,1.4926977207785423,13.29162679182727,12.583978478541047,11.798929071048727,11.06796929593361,10.889123615503427,10.74348949009836,high,9
F296C5CF54D7,1,6,non_ELL,"""A Cowboy Who Rode the Waves""",667,808,extended,512,201.97544752167403,48.12387923804218,3.14329357409985,0.7016738628775023,17.813648101432236,17.11736517594667,17.111974238554733,15.606656757894088,15.218161349629783,14.670354527332385,low,1
2E57A0350FFD,1,6,non_ELL,"""A Cowboy Who Rode the Waves""",693,811,extended,512,161.1796142218835,84.59346256420011,1.3849733736647512,0.6574700958816972,9.377670382810543,9.204897853495446,8.720200286928845,8.585113615585616,8.055968619129166,7.992697009145791,low,1
BFC4CADADD49,1,10,non_ELL,Car-free cities,588,808,extended,512,258.08285577985464,61.655319112201795,1.5024244148896067,0.5761788640880177,11.336027588051845,11.02516052941294,10.759848723963827,10.588739355293756,10.347595074082681,9.833603173162238,low,1
B6D776FC5087,2,9,non_ELL,Does the electoral college work?,726,821,extended,512,265.0917388702215,82.85298876935772,2.161755630850645,0.6256766359181754,9.775264408904055,9.59306457917128,9.14958777298588,8.769776754121985,7.708380172006863,7.6135087780534105,low,1
E4B55CAC7F65,4,10,non_ELL,Car-free cities,626,823,extended,512,120.31608378584508,89.31962312554771,3.939552297807081,2.187001778313988,14.165824069409291,13.788113269133081,11.978822291095303,11.226474211846645,10.757687283422975,10.22627177160221,mid,1
0F2E9FA7DAF4,4,8,non_ELL,Mandatory extracurricular activities,607,815,extended,512,229.89859401007413,50.83011414733764,2.257750829839954,0.7459056472922354,7.8983673487678905,7.264569260063094,7.152461701475655,6.671393922939823,6.090805339143446,5.640616518927937,mid,1
C695BEF42436,4,10,non_ELL,Car-free cities,624,809,extended,512,99.60235234389265,68.98427694426242,3.947587165885688,2.5991279510072154,13.127651500614261,11.93784449198843,10.528523549607046,9.942229113673092,9.69087538129168,9.180064334728574,mid,1
CA30B3FFF4BE,4,9,non_ELL,Does the electoral college work?,577,819,extended,512,215.06785002559417,46.78759967305776,0.7072644907641088,0.18105249053304995,7.475252423038611,7.279355866966249,7.294199932505561,7.040487355312268,6.747029281090925,6.767987932274502,mid,1
2E62A47405BC,5,10,non_ELL,Summer projects,713,820,extended,512,109.10614940830595,58.750654700199455,3.1201207165824343,1.7700657247595935,11.192379035485542,10.133674046259902,9.422313310725949,9.034359851730688,8.325468058665908,8.072258318903108,high,1
D7F4D3366332,6,10,non_ELL,Facial action coding system,688,812,extended,512,141.31672484215545,65.80186826137799,4.59356467546136,2.1375797209854124,13.330987389469492,12.293160171645818,11.19340766848408,9.663156410390519,9.319847020970867,8.737422714008131,high,1
0C06B988433C,5,11,non_ELL,Distance learning,657,807,extended,512,241.41959368109985,92.08929011941615,0.8952488976858106,0.2050683238303197,10.023169640095857,10.000837507902846,9.818101316265537,9.544363922276048,9.194287419627427,9.127920742410046,high,1
C29C7F7833BC,5,8,non_ELL,Seeking multiple opinions,699,817,extended,512,237.3569256206165,67.57127646343515,5.392719494950561,2.082738611774296,13.161633943028164,12.181808510223297,11.078895331253868,10.360664593474983,8.82630864960313,7.768914448077603,high,1
CC82A1D80D1A,2,10,non_ELL,Car-free cities,698,941,extended,512,219.46955052370186,96.68552693005859,1.2415713841644997,0.3836430461843392,12.714594397380486,12.722992994383912,12.330951351196147,11.99910038547978,11.69510199021825,11.473023013215986,low,5
47DAF3375BF3,2,10,non_ELL,Car-free cities,692,947,extended,512,261.92307777186255,85.43804600151856,3.029050299878115,0.5107596225138451,11.469163062738007,11.342415600968149,10.958403440224162,9.992034834138764,9.183872909567073,8.440112762859892,low,5
64183B7D3207,2,10,non_ELL,Car-free cities,586,919,extended,512,122.20177294206832,82.94313393948367,1.8898644474111164,1.0099135291404338,9.044632098879712,8.751972914262225,8.034718569739278,7.325861345938055,7.25456468568164,7.154767651468595,low,5
FCEF76504A79,4,8,non_ELL,Mandatory extracurricular activities,688,922,extended,512,102.65793355147156,75.72876456631253,4.063022273933228,2.681541785189955,10.349295288233497,9.309370281643282,7.667753503043542,6.722276736667836,6.3475343571979685,6.286273014300269,mid,5
CA92495BE92E,4,8,non_ELL,Seeking multiple opinions,748,919,extended,512,59.97224869621566,51.215811621768324,2.2928670546916754,1.575107595932205,9.567424949831562,8.25591534352558,7.992317353899357,7.8394067863635835,7.487991450645723,7.274557895139886,mid,5
453D762EF267,4,8,non_ELL,Seeking multiple opinions,761,922,extended,512,129.92235863848077,52.02319923585847,2.391491160316807,1.1827348447400805,12.101387816287382,11.15629621064867,10.918652971547301,10.05233484536171,9.71838699219766,9.709896655970574,mid,5
158F2C1BBEF3,6,8,non_ELL,Mandatory extracurricular activities,790,952,extended,512,274.635214948574,61.566516324929694,2.3240959590490835,1.0007894590508712,11.080425349341189,10.538845436143484,10.079635890290318,10.099867337548218,8.853264283397836,8.756329390292105,high,5
45C70D14F6F3,5,9,non_ELL,Does the electoral college work?,717,942,extended,512,109.2385354550083,88.0059995249897,5.638758152374383,3.6833129794029347,14.829959014326933,14.093738447310724,11.146646034923998,10.519173391002722,10.324111445419133,9.19120086195255,high,5
DB7C2E4235B4,5,11,non_ELL,Distance learning,812,935,extended,512,233.38302209484,86.23185604257088,2.3696803838589897,0.8293320922959211,9.894669807104977,9.700717323261808,9.065337714809056,8.633531567589774,8.160145544947593,7.524989423245987,high,5
134A4DA02013,2,9,non_ELL,Does the electoral college work?,541,794,extended,512,61.858029456353535,52.046311621098624,1.4752230975482252,0.9904465385876744,10.943768485924489,10.153241783709417,9.953321947336814,9.849251204199636,9.747806488873675,9.468545388376263,low,0
09601E40B377,1,10,non_ELL,Car-free cities,522,804,extended,512,392.54749720780586,59.932723570367926,4.866035613586872,1.428010687131298,14.185723277538099,13.36775180631576,12.7577125904068,11.966559018023062,11.92680155432599,9.319687663951226,low,0
4801AC90F66F,1,8,non_ELL,Mandatory extracurricular activities,535,785,extended,512,102.48304140427578,76.43274534329397,6.079829260722528,4.039293959394739,17.00323997586673,15.470525192755956,12.963946016471992,12.335887544019021,11.85878685262328,10.923410715144202,low,0
8A7B4B823C6E,2,10,non_ELL,Car-free cities,586,785,extended,512,218.35588708816195,60.3610171503277,1.7869594838033995,0.7409416056436555,9.373950486050802,8.955944826117639,8.633008880407147,8.416920232835363,8.208442942093969,7.5869910022474025,low,0
2F523DD862F0,3,10,non_ELL,Car-free cities,552,798,extended,512,125.70527233956608,77.48408747219491,2.27753881807835,1.1652353041355195,9.28271905038182,8.855618085833115,8.1174837462463,7.275795497696959,7.008067592975198,7.00518023230347,mid,0
0E0FF9B702E0,4,9,non_ELL,Does the electoral college work?,632,794,extended,512,264.2633298443487,62.91868876986739,4.971278526645655,1.6279902303488072,15.402562641078635,14.560099887258152,13.774572410729828,12.96244283754131,12.25734078276504,10.43128411443298,mid,0
4DE2EAF8914F,4,11,non_ELL,Summer projects,664,786,extended,512,176.38380967400013,62.0275541514189,5.358426300886654,1.729754496492113,17.734460702069047,16.812771516053008,16.004706205576934,13.492900944176402,12.906895135997228,12.376034401182393,mid,0
E743F9AC8BBE,3,10,non_ELL,Facial action coding system,661,791,extended,512,57.70047372947915,48.800118890729195,6.370259654088626,4.164169138670321,17.289640241893345,13.32379293735482,13.125471103223024,12.241253379601837,11.101101065718881,10.919380587804719,mid,0
BD0D555216AB,5,11,non_ELL,Summer projects,688,787,extended,512,171.24419694982376,52.10102570387397,1.6978278984597122,0.6319996945058648,9.440228237726332,8.937169574896753,8.808228543220467,8.166176509351356,7.768507485946588,7.74240033926662,high,0
6461A204CC58,6,11,non_ELL,Summer projects,638,783,extended,512,278.19589750346944,88.4809993281817,2.5553315740181057,1.2232585880083438,9.965765966368007,9.73302520904412,8.742507378359663,8.764455203780017,8.324128646840013,7.410434392349901,high,0
E5DADE9ABA43,5,8,non_ELL,The Face on Mars,604,782,extended,512,287.66151255723764,76.80237725911395,3.7923444406628715,0.9029260800628318,8.747903911521938,8.409332834976414,7.844977831459106,7.248654442703314,5.643989722349455,4.9555594708590665,high,0
ED969486C983,6,11,non_ELL,Summer projects,628,779,extended,512,113.1328774469422,53.54245516685923,3.675824116864545,1.9547389167281466,12.832215335112972,11.380392763108047,10.877476418384825,10.505511252643903,9.649736498502113,9.156391218248427,high,0
B01B2F50425E,2,6,non_ELL,"""A Cowboy Who Rode the Waves""",794,1078,extended,512,78.67748841712198,61.14980366593547,1.5900113757126029,1.2186895634223385,7.030592097832351,6.361667077334047,5.811902534410012,5.413260553744678,5.4113071274404705,5.440580722119748,low,8
392CC0403D93,2,10,non_ELL,Car-free cities,845,1114,extended,512,106.51722573420057,57.81214292644496,2.4817220333651626,1.4223530680306808,19.075162880334585,18.19349841902497,17.652809812303904,17.123927430522674,16.87392168689241,16.593440846969422,low,8
F4A3B4B14952,4,11,non_ELL,Summer projects,993,1073,extended,512,71.67147950335013,56.823833676200664,1.3896289856447774,1.011154743593913,8.135695448765395,7.483963886729778,7.124540705171482,6.688389814002516,6.6818116051785665,6.746066463120617,mid,8
153972503B34,3,9,non_ELL,Distance learning,966,1136,extended,512,129.48340800000136,62.062575113305215,1.793844042501119,0.8930553674928472,12.229055605115322,11.753750817483823,11.336000237622475,11.00235522493102,10.659991928416057,10.435211562614203,mid,8
B6113C09A9DE,5,11,non_ELL,Summer projects,977,1141,extended,512,86.20996712959287,58.936839383608074,1.9153622857584134,1.3031753746845283,8.715031801825537,7.940968976636,7.411856427141009,7.261224713939128,7.023324227342754,6.799669516067124,high,8
A42A600EEB0D,5,11,non_ELL,Distance learning,887,1070,extended,512,225.74042008031603,56.30855679395465,0.9716102055152014,0.1198155174996991,8.45878214717823,8.37991904163706,8.33896662967853,7.859669867146549,7.648886001817568,7.4871719416630285,high,8
6D7E6399624E,2,10,non_ELL,Facial action coding system,742,903,extended,512,156.48856761546412,52.2963407020615,11.77238901654742,4.824439701448124,26.403941948537824,22.60074232963659,21.5795022470897,16.809005635673422,15.490542056298,14.631552931990404,low,4
D88A1D12032B,2,11,non_ELL,Summer projects,803,900,extended,512,267.8077670802654,96.41915054900463,0.947855071035816,0.32456408865322395,10.743291577411243,10.74759928978476,10.41872748875802,10.308185262636721,9.887350720307523,9.795436506375427,low,4
883D374AC02F,4,8,non_ELL,Mandatory extracurricular activities,763,875,extended,512,112.41567766951727,60.09685195770294,2.0716219816591668,1.1571224948736134,6.665986348396768,6.00705274452368,5.508863853523154,5.330193978594267,4.932608796573808,4.594364366737601,mid,4
DD1D41CC5388,4,8,non_ELL,Seeking multiple opinions,700,875,extended,512,98.1059164068358,55.742050000233654,1.83395991276491,1.0817462737346242,6.646280502855606,5.917281095492566,5.564534229120982,5.048267076883781,4.898981952868458,4.812320590090696,mid,4
850401568E9C,5,9,non_ELL,Does the electoral college work?,702,913,extended,512,103.70739222280523,74.3218373622465,1.6692472791219108,1.0787155888267836,8.063053812410558,7.627409766017287,6.984338223583775,6.734053106623094,6.5092461983302154,6.393806533288648,high,4
5847329FD197,5,11,non_ELL,Distance learning,740,882,extended,512,192.73427123787235,70.23294490964778,1.293401483439399,0.28296944731614637,7.827902155212032,7.701683338509717,7.544932707895885,6.825721619343201,6.53505290766805,6.534500671772633,high,4
