condition,text,perplexity,mean_entropy,mean_surprisal,mean_word_entropy,mean_word_surprisal,n_tokens,n_words
anne_frank,"From Daddy and Mama I got a blue blouse, a game, a bottle of grape juice, which to my mind tastes a bit like wine (after all, wine is made from grapes), a puzzle, a jar of cold cream, 2.50 guilders and a gift certificate for two books.",47.39837646484375,5.935823040207227,5.56676457253236,6.176974035385581,5.752229681661987,60,48
anne_frank,"I got another book as well, Camera Obscura (but Margot already has it, so I exchanged mine for something else), a platter of homemade cookies (which I made myself, of course, since I’ve become quite an expert at baking cookies), lots of candy and a strawberry tart from Mother.",59.020713806152344,5.934307797811925,5.882859861382884,6.169206817944845,5.649563537976809,64,49
anne_frank,"And a letter from Grammy, right on time, but of course that was just a coincidence.",55.1707649230957,6.93132730325063,5.7858305313730245,6.96636301279068,5.601622422758643,18,16
anne_frank,"Then Hanneli came to pick me up, and we went to school.",34.65812683105469,5.48199907541275,5.115121987363598,5.3025817357831535,4.615819155045622,15,12
anne_frank,"During recess I passed out cookies to my teachers and my class, and then it was time to get back to work.",23.77605628967285,5.815531611442566,4.571436333516621,5.804256444627589,4.648863429300029,23,22
anne_frank,"I didn’t arrive home until five, since I went to gym with the rest of the class.",96.96224975585938,5.2644908634857055,6.599319764907601,5.420732434428133,5.472420161073918,21,17
anne_frank,"(I’m not allowed to take part because my shoulders and hips tend to get dislocated.) As it was my birthday, I got to decide which game my classmates would play, and I chose volleyball.",48.95327377319336,5.901036461903935,5.613332809299005,5.817692274965492,5.383936926696085,42,34
anne_frank,"Afterward they all danced around me in a circle and sang “Happy Birthday.” When I got home, Sanne Ledermann was already there.",84.235595703125,6.350967161357403,6.3963558708427115,6.44976432486014,5.781496593475681,32,22
anne_frank,"Ilse Wagner, Hanneli Goslar and Jacqueline van Maarsen came home with me after gym, since we’re in the same class.",222.98031616210938,6.84597572684288,7.8004477230739315,6.917728777229786,7.069397302322537,32,20
anne_frank,Hanneli and Sanne used to be my two best friends.,108.50902557373047,7.863752108353835,6.76166900110763,7.455490350723267,5.710171230310029,13,10
anne_frank,"People who saw us together used to say, “There goes Anne, Hanne and Sanne.” I only met Jacqueline van Maarsen when I started at the Jewish Lyceum, and now she’s my best friend.",119.7462158203125,5.322318701767454,6.903831791344678,5.82075149349191,7.240737000205678,51,33
anne_frank,"Ilse is Hanneli’s best friend, and Sanne goes to another school and has friends there.",133.79437255859375,7.289690701857857,7.063873053882031,7.169804339938693,6.470420576827438,23,15
anne_frank,"They gave me a beautiful book, Dutch Sasas and Lesends, but they gave me Volume II by mistake, so I exchanged two other books for Volume I.",125.71324157714844,6.426915932446718,6.97398342296518,6.41303430074527,6.856832114273643,32,27
anne_frank,"Aunt Helene brought me a puzzle, Aunt Stephanie a darling brooch and Aunt Leny a terrific book: Daisy Goes to the Mountains.",297.6241149902344,7.496069712298257,8.217347045806786,7.633561193943024,8.357997039034196,28,22
anne_frank,This morning I lay in the bathtub thinking how wonderful it would be if I had a dog like Rin Tin Tin.,36.72724151611328,5.406466875387275,5.198778521220714,5.432147088375959,5.227621668257741,23,22
anne_frank,"I’d call him Rin Tin Tin too, and I’d take him to school with me, where he could stay in the janitor’s room or by the bicycle racks when the weather was good.",58.70945739746094,6.0486812435918385,5.875520761783733,6.198264290798794,5.915974954563236,45,33
anne_frank,I had my birthday party on Sunday afternoon.,42.175628662109375,6.774541527032852,5.398337184697249,6.774541527032852,5.398337184697249,8,8
anne_frank,The Rin Tin Tin movie was a big hit with my classmates.,69.98873901367188,7.006171941757202,6.129047146902024,7.006171941757202,6.129047146902024,12,12
anne_frank,"I got two brooches, a bookmark and two books.",92.73036193847656,6.6442871410399675,6.534968269489098,7.596608768527706,7.231237550177165,12,9
anne_frank,"I’ll start by saying a few things about my school and my class, beginning with the students.",78.9184341430664,6.734800247918992,6.302290804637868,6.6755269906100105,5.079306932730259,21,17
anne_frank,"Betty Bloemendaal looks kind of poor, and I think she probably is.",57.79164505004883,6.716754234499401,5.852789567167766,6.572688610355059,5.484893372081404,18,12
anne_frank,"She lives on some obscure street in West Amsterdam, and none of us know where it is.",33.21683120727539,5.4996178150177,5.053841819286354,5.523777863558601,5.228288211780931,18,17
anne_frank,"She does very well at school, but that’s because she works so hard, not because she’s so smart.",38.783836364746094,4.961065801290365,5.27707418933512,4.9470346255434885,4.351068841026221,26,18
anne_frank,"Jacqueline van Maarsen is supposedly my best friend, but I’ve never had a real friend.",76.85659790039062,6.023320317268372,6.2638927411097365,6.050412109163073,5.803174460230943,23,15
anne_frank,"At first I thought Jacque would be one, but I was badly mistaken.",45.37192153930664,5.369703872998556,5.503727253813024,5.527109489991115,5.566122258479769,15,13
anne_frank,"D.Q.* [* Initials have been assigned at random to those persons who prefer to remain anonymous.] is a very nervous girl who’s always forgetting things, so the teachers keep assigning her extra homework as punishment.",142.41461181640625,7.244171126322313,7.153939276919374,7.186694877488272,6.769099215331595,44,35
anne_frank,"She’s very kind, especially to G.Z.",248.75192260742188,6.982499380906423,7.958561664987985,6.816435429784987,7.382234141147426,12,6
anne_frank,talks so much it isn’t funny.,709.099853515625,6.163560202345252,9.469726822084708,6.16208507725969,8.007965306834237,10,6
anne_frank,She’s always touching your hair or fiddling with your buttons when she asks you something.,88.68009185791016,5.760019537649657,6.47053722718272,5.424437791109085,5.765199128625393,19,15
anne_frank,"They say she can’t stand me, but I don’t care, since I don’t like her much either.",26.21307945251465,4.630925207265785,4.712173291090697,5.232303764451952,4.7567753275160225,28,17
anne_frank,"Henny Mets is a nice girl with a cheerful disposition, except that she talks in a loud voice and is really childish when we’re playing outdoors.",159.0543975830078,5.96034957516578,7.312818219700614,5.982122939366561,6.25690948549005,31,26
anne_frank,"Unfortunately, Henny has a girlfriend named Beppy who’s a bad influence on her because she’s dirty and vulgar.",86.72219848632812,6.308340524633725,6.43820184987462,6.466076252154178,5.942303800106743,27,18
anne_frank,- I could write a whole book about her.,27.870487213134766,7.217433134714763,4.800666217639886,7.217433134714763,4.800666217639886,9,9
anne_frank,"is a detestable, sneaky, stuck-up, two-faced gossip who thinks she’s so grown-up.",99.56764221191406,6.14317265439492,6.637265006354748,7.153392652980983,7.283847395015996,26,12
anne_frank,"She’s really got Jacque under her spell, and that’s a shame.",102.70587158203125,6.229969112496627,6.682359227133897,6.190903766588732,6.3624194971845744,19,11
anne_frank,"is easily offended, bursts into tears at the slightest thing and, to top it all off, is a terrible show-off.",36.31270980834961,5.752364807128906,5.182395218147279,5.828713641067346,5.239363064175171,25,20
anne_frank,always has to be right.,33.41664505004883,8.287205696105957,5.062495087927109,8.287205696105957,5.062495087927109,5,5
anne_frank,"She’s very rich, and has a closet full of the most adorable dresses that are way too old for her.",69.21369934082031,6.682434658675144,6.1129850569329705,6.435036749206484,5.461340443265565,24,20
anne_frank,"She thinks she’s gorgeous, but she’s not.",63.31726837158203,5.774373180099896,5.984134987435115,6.44267242614712,5.194514813438902,14,7
anne_frank,and I can’t stand each other.,228.5897979736328,6.447178363800049,7.8365683686164225,6.910072565078735,6.532501802868135,9,6
anne_frank,"Ilse Wagner is a nice girl with a cheerful disposition, but she’s extremely fInicky and can spend hours moaning and groaning about something.",153.50079345703125,6.443968922861161,7.2620498380819525,6.589189258174619,6.418423204234238,31,23
anne_frank,Ilse likes me a lot.,92.0277328491211,6.6057022412618,6.523996707158439,5.702612686157226,5.4377089435278965,6,5
anne_frank,"She’s very smart, but lazy.",344.8873596191406,7.295696152581109,8.429979851219382,6.9338030338287355,7.546553523412281,9,5
anne_frank,"Hanneli Goslar, or Lies as she’s called at school, is a bit on the strange side.",167.3040771484375,6.897858972350757,7.386312583631249,6.629185070594152,6.797576405288188,24,16
anne_frank,"She’s usually shy— outspoken at horne, but reserved around other people.",932.3715209960938,6.846039645812091,9.86462608598574,6.478173837517247,9.327048701517926,17,11
anne_frank,She blabs whatever you tell her to her mother.,188.44223022460938,5.529451942443847,7.557978381529146,5.663630882898967,7.075138840436709,10,9
anne_frank,"But she says what she thinks, and lately I’ve corne to appreciate her a great deal.",198.42344665527344,5.379199632576534,7.632219562830732,5.5525392685085535,6.6255665585746835,21,16
anne_frank,"Nannie van Praag-Sigaar is small, funny and sensible.",258.60064697265625,6.462888383865357,8.014580801642444,6.440868973731995,8.170722388257945,15,8
anne_frank,I think she’s nice.,691.8783569335938,6.731367860521589,9.434209580219846,7.01861834526062,7.376663724140191,7,4
anne_frank,There isn’t much else you can say about Nannie.,142.99163818359375,5.4810960385232015,7.159642974848565,5.426147252347113,5.8518672372300085,13,9
anne_frank,"Eefje de Jong is, in my opinion, terrific.",75.14864349365234,6.698228965202968,6.231674569117552,6.229632479449113,5.140369062023728,12,8
anne_frank,"Though she’s only twelve, she’s quite the lady.",69.59265899658203,6.456286398569743,6.120790989347353,7.192670926451683,5.770089074248396,15,8
anne_frank,She acts as if I were a baby.,50.560882568359375,7.29954993724823,5.659949552868961,7.29954993724823,5.659949552868961,8,8
anne_frank,"She’s also very helpful, and I like her.",124.5113754272461,7.672212640444438,6.960132174970337,7.666271924972534,5.584517426520462,12,8
anne_frank,is the prettiest girl in our class.,32.19498825073242,6.405204698443413,5.008763581766871,6.676660665443966,5.443602067997239,8,7
anne_frank,"She has a nice face, but is kind of dumb.",22.437849044799805,6.829627763141286,4.48786245036494,7.039665937423706,4.741330656201798,11,10
anne_frank,"I think they’re going to hold her back a year, but of course I haven’t told her that.",60.3206901550293,4.817011948823929,5.914404827782945,4.927966456032461,5.4684622701792245,25,18
anne_frank,And sitting next to G.Z.,104.03339385986328,5.781000621084656,6.700902589596566,5.511354742199183,7.0964581781705105,7,5
anne_frank,"is the last of us twelve girls, me.",248.8721160888672,7.5662515958150225,7.959256283842511,7.597152680158615,8.07073868269983,9,8
anne_frank,"There’s a lot to be said about the boys, or maybe not so much after all.",46.38843536376953,6.153102535009384,5.535692630524293,5.760595917701721,4.636949505677071,20,16
anne_frank,"Maurice Coster is one of my many admirers, but pretty much of a pest.",81.35636138916016,5.557364601053689,6.346182590544937,5.464040239297208,6.6868779184789435,19,14
anne_frank,"Sallie Springer has a filthy mind, and rumor has it that he’s gone all the way.",133.63357543945312,6.104503450745886,7.06202836641057,5.752743555543324,5.891194771348282,22,16
anne_frank,"Still, I think he’s terrific, because he’s very funny.",44.51348114013672,5.7185096425168656,5.476066547514758,5.834556524952252,4.385364032518539,17,9
anne_frank,"Emiel Bonewit is G.Z.’s admirer, but she doesn’t care.",110.02902221679688,6.0973208961279495,6.781739334089508,6.359311567649009,6.5336170813576375,23,9
anne_frank,"Rob Cohen used to be in love with me too, but I can’t stand him anymore.",82.99871826171875,5.466188952326775,6.374795580212051,5.8675535172224045,5.752735407217284,20,16
anne_frank,"He’s an obnoxious, two-faced, lying, sniveling little goof who has an awfully high opinion of himself.",58.112361907958984,6.9416066476931935,5.860773010874667,6.804628674561779,5.6005202780567185,26,16
anne_frank,"Max van de Velde is a farm boy from Medemblik, but eminently suitable, as Margot would say.",162.44773864746094,6.172945017814636,7.343830623568237,6.5245829168488,7.49100328649276,25,17
anne_frank,"Herman Koopman also has a filthy mind, just like Jopie de Beer, who’s a terrible flirt and absolutely girl-crazy.",287.55828857421875,7.1557645812149975,8.167655902130566,7.48645381420328,8.506316440744413,31,19
anne_frank,"Leo Blom is Jopie de Beer’s best friend, but has been ruined by his dirty mind.",202.9005584716797,7.104665193085869,7.664628426889283,7.238887382360796,7.241936032433944,24,16
anne_frank,Albert de Mesquita came from the Montessori School and skipped a grade.,69.68812561035156,6.297947419574484,6.122839081210335,6.766063682631486,6.985515292621663,16,12
anne_frank,"Leo Slager came from the same school, but isn’t as smart.",177.2098846435547,6.958717722774429,7.469241446164295,7.318628380794755,6.580769476118184,17,11
anne_frank,"Ru Stoppelmon is a short, goofy boy from Almelo who transferred to this school in the middle of the year.",65.07211303710938,6.847497795636837,6.023967145879264,6.799853951732317,5.636958743954045,26,20
anne_frank,does whatever he’s not supposed to.,376.2360534667969,5.360859281486935,8.555329497824724,5.320080886284511,7.015501964449025,9,6
anne_frank,"Jacques Kocernoot sits behind us, next to C., and we (G.",351.10736083984375,7.248964182618591,8.45575925879486,6.8139176998626105,7.572203536903928,18,11
anne_frank,and I) laugh ourselves silly.,202.7069549560547,7.098318696022034,7.663250978222455,6.8127189636230465,6.74743019546645,6,5
anne_frank,Harry Schaap is the most decent boy in our class.,119.49837493896484,6.99951340935447,6.9008458036730564,7.176568377017975,7.083856096676769,11,10
anne_frank,"Werner Joseph is nice too, but all the changes taking place lately have made him too quiet, so he seems boring.",86.07124328613281,6.16191778421402,6.427459124141567,6.118372515080466,6.559893799883541,25,21
anne_frank,Sam Salomon is one of those tough guys from across the tracks.,65.84676361083984,6.036201201952421,6.041040729264495,6.02260700861613,6.148692605445781,13,12
anne_frank,"(Admirer!) Appie Riem is pretty Orthodox, but a brat too.",367.0400085449219,6.837322380807665,8.519787038820573,6.704194958209992,8.678059735327633,18,10
anne_frank,Writing in a diary is a really strange experience for someone like me.,29.540992736816406,6.700725573759812,4.8846460841685735,6.700725573759812,4.8846460841685735,13,13
anne_frank,"Not only because I’ve never written anything before, but also because it seems to me that later on neither I nor anyone else will be interested in the musings of a thirteen-year-old schoolgirl.",26.703147888183594,4.950806866551554,4.738825743159453,5.330534986835537,4.698922433742238,43,33
anne_frank,"Oh well, it doesn’t matter.",168.36959838867188,5.2536385141106114,7.395057513095504,5.890631786687299,6.327282997776693,9,5
anne_frank,"I feel like writing, and I have an even greater need to get all kinds of things off my chest.",22.385164260864258,5.473792734600249,4.484471450117454,5.416562008857727,4.47518006972671,21,20
anne_frank,"“Paper has more patience than people.” I thought of this saying on one of those days when I was feeling a little depressed and was sitting at home with my chin in my hands, bored and listless, wondering whether to stay in or go out.",46.123966217041016,5.972283959388733,5.527440744022597,5.913696103184312,5.103756882789631,53,45
anne_frank,"I finally stayed where I was, brooding.",96.528564453125,5.392508871025509,6.592883705525466,5.435340872832707,6.705757843855386,9,7
anne_frank,"Yes, paper does have more patience, and since I’m not planning to let anyone else read this stiff-backed notebook grandly referred to as a “diary,” unless I should ever find a real friend, it probably won’t make a bit of difference.",94.25386810302734,5.838731758801614,6.558421397269588,5.911359779175445,6.2525433220837625,59,41
anne_frank,Now I’m back to the point that prompted me to keep a diary in the first place: I don’t have a friend.,43.65774917602539,5.713150137714271,5.448124143032866,6.107109040021896,4.940135607440964,29,22
anne_frank,"Let me put it more clearly, since no one will believe that a thirteen year-old girl is completely alone in the world.",21.552539825439453,5.652388422191143,4.429786384076959,5.966285861689936,4.585941155877439,25,22
anne_frank,"I have loving parents and a sixteen-year-old sister, and there are about thirty people I can call friends.",29.45920181274414,5.13828648444589,4.880644305520199,5.9937557743965755,5.811403966273456,23,18
anne_frank,I have a throng of admirers who can’t keep their adoring eyes off me and who sometimes have to resort to using a broken pocket mirror to try and catch a glimpse of me in the classroom.,46.957176208496094,5.912456540087628,5.553262688440783,6.161806015499137,5.366508498358329,43,37
anne_frank,"I have a family, loving aunts and a good home.",181.49371337890625,5.280293896794319,7.503773503744032,5.357454460859299,7.754153243383439,12,10
anne_frank,"No, on the surface I seem to have everything, except my one true friend.",49.38994598388672,6.376673176884651,5.626144651290007,6.208982467651367,5.521524339884122,16,14
anne_frank,All I think about when I’m with friends is having a good time.,66.42921447753906,5.9926271960139275,6.053639784269462,5.836232345837813,4.778235476483687,16,13
anne_frank,I can’t bring myself to talk about anything but ordinary everyday things.,78.42849731445312,5.87986687819163,6.293276548752335,5.979585697253545,5.108749390631736,15,12
anne_frank,"We don’t seem to be able to get any closer, and that’s the problem.",29.555343627929688,5.620535967250665,4.885330468376958,6.0147011089803915,3.9813994490715765,21,14
anne_frank,Maybe it’s my fault that we don’t confide in each other.,45.463844299316406,4.960395166443454,5.506631425020467,5.434391078623858,4.169365279834233,18,11
anne_frank,"In any case, that’s just how things are, and unfortunately they’re not liable to change.",95.49163055419922,6.24143527124239,6.577213232646336,6.3774786998828255,6.426999969270278,23,15
anne_frank,This is why I’ve started the diary.,277.7568664550781,7.439432907104492,8.11747196104172,7.908604213169643,6.168613921395665,10,7
anne_frank,"To enhance the image of this long-awaited friend in my imagination, I don’t want to jot down the facts in this diary the way most people would do, but I want the diary to be my friend, and I’m going to call this friend Kitty.",32.79230499267578,5.713772587543517,5.035281076036862,6.037967668673783,5.103379862697299,57,45
anne_frank,"Since no one would understand a word of my stories to Kitty if I were to plunge right in, I’d better provide a brief sketch of my life, much as I dislike doing so.",87.8698959350586,6.2606968237803535,6.4572619505096895,6.2146488165154175,5.976376594458324,39,34
anne_frank,"My father, the most adorable father I’ve ever seen, didn’t marry my mother until he was thirty-six and she was twenty-five.",30.73631477355957,4.971444863261598,4.941137848126292,5.622816668616401,4.811028812311646,33,21
anne_frank,My sister Margot was born in Frankfurt am Main in Germany in 1926.,51.51585006713867,6.09259356824415,5.686944199893735,6.0535482082229395,5.851109520251163,14,13
