k,context,entropy,condition,position,target_word
2,promised to,9.526396751403809,anne_frank,2,to
1,help,11.075180053710938,anne_frank,3,help
2,to help,7.830428123474121,anne_frank,3,help
4,He promised to help,8.985661506652832,anne_frank,3,help
1,promised,9.034372329711914,anne_frank,1,promised
2,He promised,4.56061315536499,anne_frank,1,promised
1,did,10.002723693847656,anne_frank,3,did
2,really did,6.451539993286133,anne_frank,3,did
4,"Yes, it really did",6.6451616287231445,anne_frank,3,did
1,it,10.897254943847656,anne_frank,1,it
2,"Yes, it",4.2691473960876465,anne_frank,1,it
1,really,11.044758796691895,anne_frank,2,really
2,it really,7.362618446350098,anne_frank,2,really
1,Daan,10.722151756286621,anne_frank,1,Daan
2,van Daan,9.485857963562012,anne_frank,1,Daan
1,was,10.896289825439453,anne_frank,2,was
2,Daan was,9.329314231872559,anne_frank,2,was
1,immediately,7.063188076019287,anne_frank,3,immediately
2,was immediately,9.676682472229004,anne_frank,3,immediately
4,van Daan was immediately,8.118797302246094,anne_frank,3,immediately
1,for,11.576336860656738,anne_frank,3,for
2,goes for,9.50362777709961,anne_frank,3,for
4,The same goes for,10.842119216918945,anne_frank,3,for
1,same,11.373035430908203,anne_frank,1,same
2,The same,9.677562713623047,anne_frank,1,same
1,goes,8.666339874267578,anne_frank,2,goes
2,same goes,4.521294593811035,anne_frank,2,goes
1,is,11.129858016967773,anne_frank,1,is
2,Kugler is,8.48969554901123,anne_frank,1,is
1,its,11.37013053894043,anne_frank,2,its
2,is its,11.367438316345215,anne_frank,2,its
1,only,11.529606819152832,anne_frank,3,only
2,its only,9.662590026855469,anne_frank,3,only
4,Kugler is its only,10.664938926696777,anne_frank,3,only
1,have,10.692431449890137,anne_frank,2,have
2,could have,7.530144691467285,anne_frank,2,have
1,our,11.373416900634766,anne_frank,3,our
2,have our,9.782419204711914,anne_frank,3,our
4,Who could have our,10.398067474365234,anne_frank,3,our
1,could,10.399933815002441,anne_frank,1,could
2,Who could,6.111188888549805,anne_frank,1,could
1,going,10.563369750976562,anne_frank,3,going
2,is going,2.272516965866089,anne_frank,3,going
4,"Otherwise, everything is going",2.8308522701263428,anne_frank,3,going
1,everything,10.199606895446777,anne_frank,1,everything
2,"Otherwise, everything",6.4908013343811035,anne_frank,1,everything
1,is,11.129858016967773,anne_frank,2,is
2,everything is,9.532279968261719,anne_frank,2,is
1,can’t,10.232211112976074,anne_frank,2,can’t
2,I can’t,7.5763397216796875,anne_frank,2,can’t
1,I,11.117331504821777,anne_frank,1,I
2,"No, I",5.294159889221191,anne_frank,1,I
1,do,10.671449661254883,anne_frank,3,do
2,can’t do,7.834507465362549,anne_frank,3,do
4,"No, I can’t do",3.7917895317077637,anne_frank,3,do
1,to,11.301959037780762,anne_frank,3,to
2,next to,9.540733337402344,anne_frank,3,to
4,Mother is next to,6.537764072418213,anne_frank,3,to
1,is,11.129858016967773,anne_frank,1,is
2,Mother is,9.479628562927246,anne_frank,1,is
1,next,10.758065223693848,anne_frank,2,next
2,is next,6.339097499847412,anne_frank,2,next
1,was,10.896289825439453,anne_frank,1,was
2,It was,8.293855667114258,anne_frank,1,was
1,all,11.139111518859863,anne_frank,2,all
2,was all,9.451444625854492,anne_frank,2,all
1,very,11.771876335144043,anne_frank,3,very
2,all very,7.963626861572266,anne_frank,3,very
4,It was all very,8.582494735717773,anne_frank,3,very
1,ask,11.095863342285156,anne_frank,3,ask
2,should ask,6.9010748863220215,anne_frank,3,ask
4,Maybe I should ask,6.459871292114258,anne_frank,3,ask
1,I,11.117331504821777,anne_frank,1,I
2,Maybe I,6.169610977172852,anne_frank,1,I
1,should,10.274287223815918,anne_frank,2,should
2,I should,6.269574165344238,anne_frank,2,should
1,write,10.741266250610352,anne_frank,3,write
2,mustn’t write,8.837255477905273,anne_frank,3,write
4,"no, I mustn’t write",6.917994022369385,anne_frank,3,write
1,mustn’t,10.404926300048828,anne_frank,2,mustn’t
2,I mustn’t,8.14417552947998,anne_frank,2,mustn’t
1,I,11.117331504821777,anne_frank,1,I
2,"no, I",6.557363033294678,anne_frank,1,I
1,gave,8.940855979919434,anne_frank,1,gave
2,Margot gave,6.367050647735596,anne_frank,1,gave
1,good,10.838345527648926,anne_frank,4,good
2,some good,9.764020919799805,anne_frank,4,good
4,gave me some good,7.353104591369629,anne_frank,4,good
1,some,11.931933403015137,anne_frank,3,some
2,me some,10.505391120910645,anne_frank,3,some
4,Margot gave me some,9.427838325500488,anne_frank,3,some
1,bad—on,7.959405899047852,anne_frank,3,bad—on
2,nothing bad—on,7.389257431030273,anne_frank,3,bad—on
4,It’s certainly nothing bad—on,6.087930202484131,anne_frank,3,bad—on
1,nothing,9.949542045593262,anne_frank,2,nothing
2,certainly nothing,7.238378047943115,anne_frank,2,nothing
1,the,12.734390258789062,anne_frank,4,the
2,bad—on the,10.356865882873535,anne_frank,4,the
4,certainly nothing bad—on the,9.144450187683105,anne_frank,4,the
1,be,11.872392654418945,anne_frank,3,be
2,shouldn’t be,10.419907569885254,anne_frank,3,be
4,I really shouldn’t be,8.040098190307617,anne_frank,3,be
1,really,11.044758796691895,anne_frank,1,really
2,I really,5.788523197174072,anne_frank,1,really
1,so,11.06381893157959,anne_frank,4,so
2,be so,9.505642890930176,anne_frank,4,so
4,really shouldn’t be so,9.381672859191895,anne_frank,4,so
1,has,10.887011528015137,anne_frank,3,has
2,faucet has,7.614418983459473,anne_frank,3,has
4,The broken faucet has,6.927732467651367,anne_frank,3,has
1,been,10.934855461120605,anne_frank,4,been
2,has been,10.102028846740723,anne_frank,4,been
4,broken faucet has been,8.753436088562012,anne_frank,4,been
1,broken,10.72067928314209,anne_frank,1,broken
2,The broken,10.329113006591797,anne_frank,1,broken
1,everything,10.199606895446777,anne_frank,3,everything
2,"rest, everything",6.7739763259887695,anne_frank,3,everything
4,"For the rest, everything",5.5444488525390625,anne_frank,3,everything
1,the,12.734390258789062,anne_frank,1,the
2,For the,9.211694717407227,anne_frank,1,the
1,was,10.896289825439453,anne_frank,4,was
2,everything was,9.331401824951172,anne_frank,4,was
4,"the rest, everything was",8.34070110321045,anne_frank,4,was
1,was,10.896289825439453,anne_frank,3,was
2,who was,9.372920989990234,anne_frank,3,was
4,"van Daan, who was",8.632441520690918,anne_frank,3,was
1,"Daan,",10.722345352172852,anne_frank,1,"Daan,"
2,"van Daan,",10.282489776611328,anne_frank,1,"Daan,"
1,who,11.222349166870117,anne_frank,2,who
2,"Daan, who",7.594598770141602,anne_frank,2,who
1,"left,",9.239048957824707,anne_frank,4,"left,"
2,"had left,",8.395030975341797,anne_frank,4,"left,"
4,"the man had left,",7.097200393676758,anne_frank,4,"left,"
1,had,11.16131591796875,anne_frank,3,had
2,man had,8.524397850036621,anne_frank,3,had
4,After the man had,7.232234001159668,anne_frank,3,had
1,man,10.682339668273926,anne_frank,2,man
2,the man,7.408820629119873,anne_frank,2,man
1,have,10.692431449890137,anne_frank,2,have
2,British have,8.195175170898438,anne_frank,2,have
1,landed,10.979066848754883,anne_frank,3,landed
2,have landed,6.336833953857422,anne_frank,3,landed
4,The British have landed,6.410333156585693,anne_frank,3,landed
1,British,12.37588119506836,anne_frank,1,British
2,The British,9.240023612976074,anne_frank,1,British
1,never,11.493278503417969,anne_frank,4,never
2,but never,9.243484497070312,anne_frank,4,never
4,"felt lonely, but never",9.399538040161133,anne_frank,4,never
1,"lonely,",9.998893737792969,anne_frank,2,"lonely,"
2,"felt lonely,",8.849384307861328,anne_frank,2,"lonely,"
1,felt,10.970352172851562,anne_frank,1,felt
2,I’ve felt,7.208349704742432,anne_frank,1,felt
1,sounds,7.506930828094482,anne_frank,1,sounds
2,“That sounds,5.568770408630371,anne_frank,1,sounds
1,said,9.272993087768555,anne_frank,4,said
2,I said,5.947824001312256,anne_frank,4,said
4,"sounds fishy,” I said",6.793093204498291,anne_frank,4,said
1,"fishy,”",10.871613502502441,anne_frank,2,"fishy,”"
2,"sounds fishy,”",9.598184585571289,anne_frank,2,"fishy,”"
1,back,10.862462043762207,anne_frank,5,back
2,trooped back,4.943934917449951,anne_frank,5,back
4,and I trooped back,3.246051549911499,anne_frank,5,back
1,trooped,10.508289337158203,anne_frank,4,trooped
2,I trooped,4.810444355010986,anne_frank,4,trooped
4,she and I trooped,4.4687724113464355,anne_frank,4,trooped
1,and,11.574933052062988,anne_frank,2,and
2,she and,9.655557632446289,anne_frank,2,and
1,she,11.092260360717773,anne_frank,1,she
2,"Initially, she",7.7160539627075195,anne_frank,1,she
1,it,10.897254943847656,anne_frank,3,it
2,wrote it,6.319200038909912,anne_frank,3,it
4,"Initially, she wrote it",5.358712673187256,anne_frank,3,it
1,strictly,8.0620698928833,anne_frank,4,strictly
2,it strictly,9.47605037689209,anne_frank,4,strictly
4,she wrote it strictly,4.744549751281738,anne_frank,4,strictly
1,drawn,11.600726127624512,anne_frank,2,drawn
2,is drawn,6.038671970367432,anne_frank,2,drawn
1,is,11.129858016967773,anne_frank,1,is
2,Pim is,9.097421646118164,anne_frank,1,is
1,the,12.734390258789062,anne_frank,4,the
2,into the,12.147523880004883,anne_frank,4,the
4,is drawn into the,11.327202796936035,anne_frank,4,the
1,Peter,10.614587783813477,anne_frank,1,Peter
2,Soon Peter,9.814322471618652,anne_frank,1,Peter
1,from,11.629947662353516,anne_frank,4,from
2,back from,9.815949440002441,anne_frank,4,from
4,Peter comes back from,6.90037727355957,anne_frank,4,from
1,comes,9.936469078063965,anne_frank,2,comes
2,Peter comes,4.728367328643799,anne_frank,2,comes
1,I’m,9.384042739868164,anne_frank,4,I’m
2,guess I’m,8.591409683227539,anne_frank,4,I’m
4,"then, I guess I’m",7.88916015625,anne_frank,4,I’m
1,the,12.734390258789062,anne_frank,5,the
2,I’m the,11.448162078857422,anne_frank,5,the
4,I guess I’m the,9.300172805786133,anne_frank,5,the
1,I,11.117331504821777,anne_frank,2,I
2,"then, I",6.9943389892578125,anne_frank,2,I
1,for,11.576336860656738,anne_frank,2,for
2,have for,7.7472147941589355,anne_frank,2,for
1,have,10.692431449890137,anne_frank,1,have
2,and have,8.579366683959961,anne_frank,1,have
1,long,11.913646697998047,anne_frank,5,long
2,a long,9.145275115966797,anne_frank,5,long
4,for such a long,3.477694034576416,anne_frank,5,long
1,registration,7.7149858474731445,anne_frank,3,registration
2,new registration,7.997577667236328,anne_frank,3,registration
4,"In Hilversum, new registration",7.58272647857666,anne_frank,3,registration
1,cards,9.620877265930176,anne_frank,4,cards
2,registration cards,5.7746171951293945,anne_frank,4,cards
4,"Hilversum, new registration cards",5.683078289031982,anne_frank,4,cards
1,"Hilversum,",11.430527687072754,anne_frank,1,"Hilversum,"
2,"In Hilversum,",9.428240776062012,anne_frank,1,"Hilversum,"
1,through,11.072386741638184,anne_frank,4,through
2,us through,8.442036628723145,anne_frank,4,through
4,has put us through,5.784811973571777,anne_frank,4,through
1,has,10.887011528015137,anne_frank,1,has
2,Who has,7.947454929351807,anne_frank,1,has
1,such,10.819326400756836,anne_frank,5,such
2,through such,9.401572227478027,anne_frank,5,such
4,put us through such,8.000263214111328,anne_frank,5,such
1,some,11.931933403015137,anne_frank,3,some
2,her some,10.161710739135742,anne_frank,3,some
4,I’d read her some,8.6532564163208,anne_frank,3,some
1,my,12.444364547729492,anne_frank,5,my
2,of my,10.557360649108887,anne_frank,5,my
4,her some of my,9.145771026611328,anne_frank,5,my
1,of,12.024920463562012,anne_frank,4,of
2,some of,4.529647350311279,anne_frank,4,of
4,read her some of,2.9197731018066406,anne_frank,4,of
1,mixed,9.538619995117188,anne_frank,5,mixed
2,all mixed,7.096451759338379,anne_frank,5,mixed
4,getting everything all mixed,1.7148847579956055,anne_frank,5,mixed
1,getting,10.920502662658691,anne_frank,2,getting
2,I’m getting,8.454304695129395,anne_frank,2,getting
1,all,11.139111518859863,anne_frank,4,all
2,everything all,7.5435686111450195,anne_frank,4,all
4,I’m getting everything all,6.505189895629883,anne_frank,4,all
1,to,11.301959037780762,anne_frank,5,to
2,trouble to,9.009090423583984,anne_frank,5,to
4,took the trouble to,8.561918258666992,anne_frank,5,to
1,the,12.734390258789062,anne_frank,3,the
2,took the,11.184565544128418,anne_frank,3,the
4,I never took the,9.640242576599121,anne_frank,3,the
1,trouble,7.655160427093506,anne_frank,4,trouble
2,the trouble,4.886538028717041,anne_frank,4,trouble
4,never took the trouble,1.7862516641616821,anne_frank,4,trouble
1,I’ve,7.592073917388916,anne_frank,3,I’ve
2,why I’ve,5.269730567932129,anne_frank,3,I’ve
4,This is why I’ve,6.794466972351074,anne_frank,3,I’ve
1,started,10.354616165161133,anne_frank,4,started
2,I’ve started,7.7861433029174805,anne_frank,4,started
4,is why I’ve started,7.769843578338623,anne_frank,4,started
1,the,12.734390258789062,anne_frank,5,the
2,started the,10.673094749450684,anne_frank,5,the
4,why I’ve started the,10.132064819335938,anne_frank,5,the
1,just,11.214090347290039,anne_frank,1,just
2,We just,6.742638111114502,anne_frank,1,just
1,third,10.729498863220215,anne_frank,4,third
2,a third,8.224891662597656,anne_frank,4,third
4,just had a third,8.990034103393555,anne_frank,4,third
1,air,11.491446495056152,anne_frank,5,air
2,third air,8.640748977661133,anne_frank,5,air
4,had a third air,8.500626564025879,anne_frank,5,air
1,this,10.959673881530762,anne_frank,1,this
2,Will this,7.882189750671387,anne_frank,1,this
1,bring,10.839658737182617,anne_frank,4,bring
2,"1944, bring",8.24030590057373,anne_frank,4,bring
4,"this year, 1944, bring",7.587383270263672,anne_frank,4,bring
1,"year,",9.600419998168945,anne_frank,2,"year,"
2,"this year,",9.834927558898926,anne_frank,2,"year,"
1,the,12.734390258789062,anne_frank,4,the
2,on the,12.704998970031738,anne_frank,4,the
4,always looking on the,7.872787952423096,anne_frank,4,the
1,on,11.154274940490723,anne_frank,3,on
2,looking on,7.567168712615967,anne_frank,3,on
4,You’re always looking on,5.866129398345947,anne_frank,3,on
1,always,11.110249519348145,anne_frank,1,always
2,You’re always,7.875605583190918,anne_frank,1,always
1,"policemen,",10.255242347717285,anne_frank,2,"policemen,"
2,"of policemen,",9.387060165405273,anne_frank,2,"policemen,"
1,they,10.613469123840332,anne_frank,3,they
2,"policemen, they",7.6766581535339355,anne_frank,3,they
4,"Instead of policemen, they",7.284524917602539,anne_frank,3,they
1,now,10.869876861572266,anne_frank,5,now
2,were now,10.486392974853516,anne_frank,5,now
4,"policemen, they were now",10.265485763549805,anne_frank,5,now
1,we’ve,9.456878662109375,anne_frank,2,we’ve
2,"calm, we’ve",7.976496696472168,anne_frank,2,we’ve
1,of,12.024920463562012,anne_frank,5,of
2,plenty of,10.995162963867188,anne_frank,5,of
4,we’ve got plenty of,9.964498519897461,anne_frank,5,of
1,"calm,",12.122725486755371,anne_frank,1,"calm,"
2,"Stay calm,",9.140825271606445,anne_frank,1,"calm,"
1,about,11.107869148254395,anne_frank,5,about
2,something about,8.474600791931152,anne_frank,5,about
4,finished writing something about,8.97265911102295,anne_frank,5,about
1,finished,11.349875450134277,anne_frank,2,finished
2,just finished,7.664886951446533,anne_frank,2,finished
1,just,11.214090347290039,anne_frank,1,just
2,I’d just,9.056960105895996,anne_frank,1,just
1,despite,10.400093078613281,anne_frank,3,despite
2,"well, despite",7.577550411224365,anne_frank,3,despite
4,"Everything’s going well, despite",6.5718159675598145,anne_frank,3,despite
1,"well,",10.818679809570312,anne_frank,2,"well,"
2,"going well,",8.184359550476074,anne_frank,2,"well,"
1,bad,11.273366928100586,anne_frank,5,bad
2,the bad,7.114729881286621,anne_frank,5,bad
4,"well, despite the bad",7.626026630401611,anne_frank,5,bad
1,"promised,",10.45630931854248,anne_frank,1,"promised,"
2,"I promised,",6.678954124450684,anne_frank,1,"promised,"
1,I’d,9.58267593383789,anne_frank,3,I’d
2,though I’d,7.279058456420898,anne_frank,3,I’d
4,"I promised, though I’d",6.641079425811768,anne_frank,3,I’d
1,told,10.297562599182129,anne_frank,5,told
2,already told,7.247983932495117,anne_frank,5,told
4,though I’d already told,1.973341464996338,anne_frank,5,told
1,go,10.900910377502441,anne_frank,3,go
2,can go,6.81733512878418,anne_frank,3,go
4,Maybe I can go,6.363861083984375,anne_frank,3,go
1,him,11.09859561920166,anne_frank,5,him
2,comfort him,5.596390724182129,anne_frank,5,him
4,can go comfort him,5.072539329528809,anne_frank,5,him
1,comfort,9.992895126342773,anne_frank,4,comfort
2,go comfort,8.462084770202637,anne_frank,4,comfort
4,I can go comfort,6.287647247314453,anne_frank,4,comfort
1,deal,10.67466926574707,anne_frank,5,deal
2,great deal,2.4253740310668945,anne_frank,5,deal
4,apparently a great deal,3.294006109237671,anne_frank,5,deal
1,was,10.896289825439453,anne_frank,1,was
2,There was,5.128911018371582,anne_frank,1,was
1,great,11.726061820983887,anne_frank,4,great
2,a great,10.127276420593262,anne_frank,4,great
4,was apparently a great,9.538315773010254,anne_frank,4,great
1,to,11.301959037780762,anne_frank,6,to
2,something to,8.473400115966797,anne_frank,6,to
4,offer you something to,7.224179744720459,anne_frank,6,to
1,automatically,10.247840881347656,anne_frank,2,automatically
2,people automatically,9.854130744934082,anne_frank,2,automatically
1,something,10.092069625854492,anne_frank,5,something
2,you something,6.842583179473877,anne_frank,5,something
4,automatically offer you something,6.470151901245117,anne_frank,5,something
1,An,12.608689308166504,anne_frank,4,An
2,mean?” An,10.070125579833984,anne_frank,4,An
4,does that mean?” An,10.332329750061035,anne_frank,4,An
1,that,10.947566986083984,anne_frank,2,that
2,does that,6.767916679382324,anne_frank,2,that
1,was,10.896289825439453,anne_frank,6,was
2,explanation was,8.233658790588379,anne_frank,6,was
4,mean?” An explanation was,5.722904682159424,anne_frank,6,was
1,a,11.316549301147461,anne_frank,2,a
2,to a,11.758371353149414,anne_frank,2,a
1,left,10.82538890838623,anne_frank,5,left
2,we left,7.720627307891846,anne_frank,5,left
4,a note we left,6.342980861663818,anne_frank,5,left
1,for,11.576336860656738,anne_frank,6,for
2,left for,11.10666275024414,anne_frank,6,for
4,note we left for,9.410100936889648,anne_frank,6,for
1,these,11.89498519897461,anne_frank,3,these
2,like these,9.928345680236816,anne_frank,3,these
4,At moments like these,2.5036580562591553,anne_frank,3,these
1,I,11.117331504821777,anne_frank,4,I
2,these I,7.121821403503418,anne_frank,4,I
4,moments like these I,6.626217365264893,anne_frank,4,I
1,stand,10.830820083618164,anne_frank,6,stand
2,can’t stand,6.942938327789307,anne_frank,6,stand
4,these I can’t stand,6.596347332000732,anne_frank,6,stand
1,much,10.719216346740723,anne_frank,6,much
2,of much,6.604686260223389,anne_frank,6,much
4,the source of much,5.314145565032959,anne_frank,6,much
1,was,10.896289825439453,anne_frank,2,was
2,cushion was,9.846603393554688,anne_frank,2,was
1,source,10.182635307312012,anne_frank,4,source
2,the source,5.723119735717773,anne_frank,4,source
4,cushion was the source,1.585986614227295,anne_frank,4,source
1,nickname—we’ve,7.111096382141113,anne_frank,3,nickname—we’ve
2,new nickname—we’ve,6.824390411376953,anne_frank,3,nickname—we’ve
4,has a new nickname—we’ve,6.87261962890625,anne_frank,3,nickname—we’ve
1,her,11.613869667053223,anne_frank,6,her
2,calling her,8.451610565185547,anne_frank,6,her
4,nickname—we’ve started calling her,9.76433277130127,anne_frank,6,her
1,new,12.007665634155273,anne_frank,2,new
2,a new,11.515310287475586,anne_frank,2,new
1,underpants,7.9488935470581055,anne_frank,5,underpants
2,wool underpants,6.267913818359375,anne_frank,5,underpants
4,2.25 3 wool underpants,7.653313636779785,anne_frank,5,underpants
1,=,11.237825393676758,anne_frank,1,=
2,75 =,8.450020790100098,anne_frank,1,=
1,@,11.767181396484375,anne_frank,6,@
2,underpants @,11.674588203430176,anne_frank,6,@
4,3 wool underpants @,11.723567962646484,anne_frank,6,@
1,than,11.535079956054688,anne_frank,5,than
2,sooner than,6.432920455932617,anne_frank,5,than
4,may come sooner than,5.346780300140381,anne_frank,5,than
1,time,10.924384117126465,anne_frank,1,time
2,Your time,5.534224510192871,anne_frank,1,time
1,sooner,4.660891532897949,anne_frank,4,sooner
2,come sooner,4.5945024490356445,anne_frank,4,sooner
4,time may come sooner,3.3295955657958984,anne_frank,4,sooner
1,also,10.951159477233887,anne_frank,1,also
2,Jan also,8.287339210510254,anne_frank,1,also
1,should,10.274287223815918,anne_frank,4,should
2,we should,7.278731822967529,anne_frank,4,should
4,also said we should,7.5052313804626465,anne_frank,4,should
1,go,10.900910377502441,anne_frank,6,go
2,never go,6.886412143707275,anne_frank,6,go
4,we should never go,5.1514387130737305,anne_frank,6,go
1,my,12.444364547729492,anne_frank,6,my
2,of my,10.557360649108887,anne_frank,6,my
4,you’re worthy of my,7.428522109985352,anne_frank,6,my
1,I,11.117331504821777,anne_frank,1,I
2,And I,6.398507595062256,anne_frank,1,I
1,of,12.024920463562012,anne_frank,5,of
2,worthy of,9.233342170715332,anne_frank,5,of
4,think you’re worthy of,8.13736343383789,anne_frank,5,of
1,nothing,9.949542045593262,anne_frank,6,nothing
2,almost nothing,7.246561050415039,anne_frank,6,nothing
4,and there’s almost nothing,6.61126184463501,anne_frank,6,nothing
1,it’s,12.216700553894043,anne_frank,1,it’s
2,Now it’s,8.79536247253418,anne_frank,1,it’s
1,there’s,12.023942947387695,anne_frank,4,there’s
2,and there’s,7.931009292602539,anne_frank,4,there’s
