essay_id,span_label,span_start_token,span_end_token,span_size,context_length,baseline_mean_nll,ablated_mean_nll,delta_nll_mean,flip_rate,n_scored_tokens,score,score_bin,grade,token_count,token_count_z
451E8369BB76,early,0,51,51,512,2.353452196308211,2.3631344813926547,0.009682285084443798,0.07058823529411765,255,2,low,11,1035,0.49653684441250123
451E8369BB76,early_mid,51,102,51,512,2.353452196308211,2.3492382423550473,-0.004213953953163596,0.050980392156862744,255,2,low,11,1035,0.49653684441250123
451E8369BB76,middle,204,256,52,512,2.353452196308211,2.3609518911324296,0.00749969482421875,0.03529411764705882,255,2,low,11,1035,0.49653684441250123
451E8369BB76,late,358,409,51,512,2.353452196308211,2.3734355552523745,0.019983358944163587,0.06666666666666667,255,2,low,11,1035,0.49653684441250123
451E8369BB76,random,379,430,51,512,2.353452196308211,2.3701318179859836,0.016679621677772705,0.0392156862745098,255,2,low,11,1035,0.49653684441250123
767FE7E8D2C6,early,0,51,51,512,2.0586502365037505,2.0792721056470684,0.020621869143317983,0.0392156862745098,255,2,low,10,1322,2.2386648926568524
767FE7E8D2C6,early_mid,51,102,51,512,2.0586502365037505,2.0612169966978184,0.002566760194067985,0.03137254901960784,255,2,low,10,1322,2.2386648926568524
767FE7E8D2C6,middle,204,256,52,512,2.0586502365037505,2.062854237649955,0.004204001146204561,0.027450980392156862,255,2,low,10,1322,2.2386648926568524
767FE7E8D2C6,late,358,409,51,512,2.0586502365037505,2.053817122590308,-0.004833113913442322,0.0392156862745098,255,2,low,10,1322,2.2386648926568524
767FE7E8D2C6,random,140,191,51,512,2.0586502365037505,2.0706955086951164,0.012045272191365974,0.03529411764705882,255,2,low,10,1322,2.2386648926568524
BFC4CADADD49,early,0,51,51,512,2.279441728778914,2.3164081021851186,0.03696637340620468,0.06274509803921569,255,1,low,10,808,-0.8813832494950519
BFC4CADADD49,early_mid,51,102,51,512,2.279441728778914,2.2961529498006783,0.016711221021764366,0.0392156862745098,255,1,low,10,808,-0.8813832494950519
BFC4CADADD49,middle,204,256,52,512,2.279441728778914,2.2894076309952083,0.009965902216294342,0.043137254901960784,255,1,low,10,808,-0.8813832494950519
BFC4CADADD49,late,358,409,51,512,2.279441728778914,2.286320348814422,0.0068786200355082094,0.050980392156862744,255,1,low,10,808,-0.8813832494950519
BFC4CADADD49,random,125,176,51,512,2.279441728778914,2.2909701917685714,0.011528462989657484,0.027450980392156862,255,1,low,10,808,-0.8813832494950519
A2403E2ED72A,early,0,51,51,512,2.4905268267089244,2.4992641570521337,0.008737330343209226,0.047058823529411764,255,2,low,10,828,-0.7599805980494525
A2403E2ED72A,early_mid,51,102,51,512,2.4905268267089244,2.472167175891353,-0.018359650817571627,0.047058823529411764,255,2,low,10,828,-0.7599805980494525
A2403E2ED72A,middle,204,256,52,512,2.4905268267089244,2.5280199967178643,0.03749317000893981,0.07058823529411765,255,2,low,10,828,-0.7599805980494525
A2403E2ED72A,late,358,409,51,512,2.4905268267089244,2.494003808264639,0.00347698155571452,0.03137254901960784,255,2,low,10,828,-0.7599805980494525
A2403E2ED72A,random,114,165,51,512,2.4905268267089244,2.531576291252585,0.04104946454366054,0.054901960784313725,255,2,low,10,828,-0.7599805980494525
CC82A1D80D1A,early,0,51,51,512,2.4476530542560653,2.450535643334482,0.002882589078416764,0.0392156862745098,255,2,low,10,941,-0.0740556173818159
CC82A1D80D1A,early_mid,51,102,51,512,2.4476530542560653,2.4626488292918487,0.01499577503578342,0.050980392156862744,255,2,low,10,941,-0.0740556173818159
CC82A1D80D1A,middle,204,256,52,512,2.4476530542560653,2.4523850010890587,0.004731946832993383,0.01568627450980392,255,2,low,10,941,-0.0740556173818159
CC82A1D80D1A,late,358,409,51,512,2.4476530542560653,2.4473459337271897,-0.00030712052887560404,0.027450980392156862,255,2,low,10,941,-0.0740556173818159
CC82A1D80D1A,random,71,122,51,512,2.4476530542560653,2.474308827344109,0.026655773088043677,0.03529411764705882,255,2,low,10,941,-0.0740556173818159
CF165F9553A4,early,0,51,51,512,2.7442271662693396,2.960053679522346,0.2158265132530066,0.11764705882352941,255,2,low,10,826,-0.7721208631940124
CF165F9553A4,early_mid,51,102,51,512,2.7442271662693396,2.749110169504203,0.004883003234863459,0.043137254901960784,255,2,low,10,826,-0.7721208631940124
CF165F9553A4,middle,204,256,52,512,2.7442271662693396,2.7527437920663873,0.008516625797047706,0.03529411764705882,255,2,low,10,826,-0.7721208631940124
CF165F9553A4,late,358,409,51,512,2.7442271662693396,2.7483710195503983,0.004143853281058707,0.0196078431372549,255,2,low,10,826,-0.7721208631940124
CF165F9553A4,random,377,428,51,512,2.7442271662693396,2.752632780636058,0.008405614366718606,0.03137254901960784,255,2,low,10,826,-0.7721208631940124
B25D365F5C1C,early,0,51,51,512,2.4888644050149358,2.487451800178079,-0.00141260483685679,0.0392156862745098,255,1,low,9,826,-0.7721208631940124
B25D365F5C1C,early_mid,51,102,51,512,2.4888644050149358,2.5059701956954656,0.017105790680529864,0.06666666666666667,255,1,low,9,826,-0.7721208631940124
B25D365F5C1C,middle,204,256,52,512,2.4888644050149358,2.4871156281115963,-0.0017487769033395217,0.027450980392156862,255,1,low,9,826,-0.7721208631940124
B25D365F5C1C,late,358,409,51,512,2.4888644050149358,2.5242071712718293,0.035342766256893476,0.050980392156862744,255,1,low,9,826,-0.7721208631940124
B25D365F5C1C,random,52,103,51,512,2.4888644050149358,2.5031260770909927,0.014261672076056886,0.06274509803921569,255,1,low,9,826,-0.7721208631940124
47DAF3375BF3,early,0,51,51,512,2.165441614038804,2.1693654041664274,0.003923790127623228,0.03137254901960784,255,2,low,10,947,-0.03763482194813609
47DAF3375BF3,early_mid,51,102,51,512,2.165441614038804,2.211792126823874,0.04635051278506985,0.047058823529411764,255,2,low,10,947,-0.03763482194813609
47DAF3375BF3,middle,204,256,52,512,2.165441614038804,2.1997376348458086,0.034296020807004446,0.054901960784313725,255,2,low,10,947,-0.03763482194813609
47DAF3375BF3,late,358,409,51,512,2.165441614038804,2.173896748411889,0.00845513437308476,0.0196078431372549,255,2,low,10,947,-0.03763482194813609
47DAF3375BF3,random,346,397,51,512,2.165441614038804,2.177651543710746,0.01220992967194201,0.03137254901960784,255,2,low,10,947,-0.03763482194813609
754CED955EFD,early,0,51,51,512,2.347806141423244,2.344148007561179,-0.0036581338620651493,0.01568627450980392,255,2,low,9,874,-0.4807544997245739
754CED955EFD,early_mid,51,102,51,512,2.347806141423244,2.341785935794606,-0.006020205628638031,0.011764705882352941,255,2,low,9,874,-0.4807544997245739
754CED955EFD,middle,204,256,52,512,2.347806141423244,2.350641579721488,0.002835438298244064,0.03137254901960784,255,2,low,9,874,-0.4807544997245739
754CED955EFD,late,358,409,51,512,2.347806141423244,2.355047285790537,0.00724114436729284,0.043137254901960784,255,2,low,9,874,-0.4807544997245739
754CED955EFD,random,379,430,51,512,2.347806141423244,2.360374544181076,0.012568402757831887,0.03137254901960784,255,2,low,9,874,-0.4807544997245739
4801AC90F66F,early,0,51,51,512,2.4012234734553917,2.446248618294211,0.045025144838819475,0.07058823529411765,255,1,low,8,785,-1.0209962986574912
4801AC90F66F,early_mid,51,102,51,512,2.4012234734553917,2.4505915613735425,0.04936808791815084,0.07450980392156863,255,1,low,8,785,-1.0209962986574912
4801AC90F66F,middle,204,256,52,512,2.4012234734553917,2.3999679471932205,-0.0012555262621711805,0.03529411764705882,255,1,low,8,785,-1.0209962986574912
4801AC90F66F,late,358,409,51,512,2.4012234734553917,2.411345827813242,0.010122354357850138,0.03529411764705882,255,1,low,8,785,-1.0209962986574912
4801AC90F66F,random,456,507,51,512,2.4012234734553917,2.529280028623693,0.1280565551683015,0.13333333333333333,255,1,low,8,785,-1.0209962986574912
392CC0403D93,early,0,51,51,512,2.8052030899945426,2.821005780089135,0.015802690094592453,0.06274509803921569,255,2,low,10,1114,0.9760773176226188
392CC0403D93,early_mid,51,102,51,512,2.8052030899945426,2.8101940229827282,0.004990932988185648,0.027450980392156862,255,2,low,10,1114,0.9760773176226188
392CC0403D93,middle,204,256,52,512,2.8052030899945426,2.8120261846804153,0.0068230946858727215,0.050980392156862744,255,2,low,10,1114,0.9760773176226188
392CC0403D93,late,358,409,51,512,2.8052030899945426,2.815338202083812,0.010135112089269427,0.050980392156862744,255,2,low,10,1114,0.9760773176226188
392CC0403D93,random,279,330,51,512,2.8052030899945426,2.8036418540804995,-0.0015612359140431131,0.06666666666666667,255,2,low,10,1114,0.9760773176226188
F359E262A14A,early,0,51,51,512,3.056495262594784,3.094733892702589,0.038238630107804816,0.06274509803921569,255,2,low,11,845,-0.656788344320693
F359E262A14A,early_mid,51,102,51,512,3.056495262594784,3.0541333965226714,-0.0023618660721127505,0.047058823529411764,255,2,low,11,845,-0.656788344320693
F359E262A14A,middle,204,256,52,512,3.056495262594784,3.0988560994466146,0.04236083685183045,0.10588235294117647,255,2,low,11,845,-0.656788344320693
F359E262A14A,late,358,409,51,512,3.056495262594784,3.0762793597053077,0.019784097110523646,0.06274509803921569,255,2,low,11,845,-0.656788344320693
F359E262A14A,random,44,95,51,512,3.056495262594784,3.0507067063275506,-0.005788556267233513,0.0392156862745098,255,2,low,11,845,-0.656788344320693
D43178C538DF,early,0,51,51,512,1.8493436056024888,1.9892066450680004,0.1398630394655116,0.050980392156862744,255,2,low,8,1454,3.0399223921978087
D43178C538DF,early_mid,51,102,51,512,1.8493436056024888,2.6357777165431604,0.7864341109406716,0.17647058823529413,255,2,low,8,1454,3.0399223921978087
D43178C538DF,middle,204,256,52,512,1.8493436056024888,1.8682393976286347,0.018895792026145886,0.050980392156862744,255,2,low,8,1454,3.0399223921978087
D43178C538DF,late,358,409,51,512,1.8493436056024888,1.8433202247993619,-0.006023380803126921,0.0196078431372549,255,2,low,8,1454,3.0399223921978087
D43178C538DF,random,302,353,51,512,1.8493436056024888,1.8768777669644823,0.027534161361993492,0.0392156862745098,255,2,low,8,1454,3.0399223921978087
D075A0757295,early,0,51,51,512,3.250742295209099,3.267828099867877,0.017085804658777626,0.058823529411764705,255,2,low,10,936,-0.10440628024321576
D075A0757295,early_mid,51,102,51,512,3.250742295209099,3.2712339064654183,0.020491611256319153,0.050980392156862744,255,2,low,10,936,-0.10440628024321576
D075A0757295,middle,204,256,52,512,3.250742295209099,3.23726323445638,-0.013479060752719096,0.043137254901960784,255,2,low,10,936,-0.10440628024321576
D075A0757295,late,358,409,51,512,3.250742295209099,3.2701841466567094,0.019441851447610237,0.050980392156862744,255,2,low,10,936,-0.10440628024321576
D075A0757295,random,216,267,51,512,3.250742295209099,3.2375088860006893,-0.013233409208409874,0.0392156862745098,255,2,low,10,936,-0.10440628024321576
134A4DA02013,early,0,51,51,512,2.265235788681928,2.262268720888624,-0.0029670677933038014,0.027450980392156862,255,2,low,9,794,-0.9663651055069714
134A4DA02013,early_mid,51,102,51,512,2.265235788681928,2.2862518609738816,0.02101607229195368,0.01568627450980392,255,2,low,9,794,-0.9663651055069714
134A4DA02013,middle,204,256,52,512,2.265235788681928,2.267191931780647,0.001956143098718943,0.011764705882352941,255,2,low,9,794,-0.9663651055069714
134A4DA02013,late,358,409,51,512,2.265235788681928,2.2704086303710938,0.005172841689165875,0.027450980392156862,255,2,low,9,794,-0.9663651055069714
134A4DA02013,random,16,67,51,512,2.265235788681928,2.280888104906269,0.015652316224341156,0.00784313725490196,255,2,low,9,794,-0.9663651055069714
F4302FD22CF0,early,0,51,51,512,2.4880424088122797,2.488521421656889,0.0004790128446092723,0.043137254901960784,255,2,low,10,941,-0.0740556173818159
F4302FD22CF0,early_mid,51,102,51,512,2.4880424088122797,2.4932356984007593,0.005193289588479644,0.043137254901960784,255,2,low,10,941,-0.0740556173818159
F4302FD22CF0,middle,204,256,52,512,2.4880424088122797,2.495396344801959,0.007353935989679261,0.03137254901960784,255,2,low,10,941,-0.0740556173818159
F4302FD22CF0,late,358,409,51,512,2.4880424088122797,2.50410436742446,0.016061958612180405,0.047058823529411764,255,2,low,10,941,-0.0740556173818159
F4302FD22CF0,random,15,66,51,512,2.4880424088122797,2.4867867843777525,-0.0012556244345272027,0.043137254901960784,255,2,low,10,941,-0.0740556173818159
D50B2015BE66,early,0,51,51,512,2.8721063688689585,2.9010916915594365,0.028985322690477933,0.050980392156862744,255,2,low,9,954,0.0048561060578237
D50B2015BE66,early_mid,51,102,51,512,2.8721063688689585,2.8731690724690755,0.0010627036001169543,0.043137254901960784,255,2,low,9,954,0.0048561060578237
D50B2015BE66,middle,204,256,52,512,2.8721063688689585,2.868105147866642,-0.004001221002316591,0.03137254901960784,255,2,low,9,954,0.0048561060578237
D50B2015BE66,late,358,409,51,512,2.8721063688689585,2.8938747032015932,0.021768334332634698,0.047058823529411764,255,2,low,9,954,0.0048561060578237
D50B2015BE66,random,47,98,51,512,2.8721063688689585,2.8729222316367955,0.0008158627678369612,0.0392156862745098,255,2,low,9,954,0.0048561060578237
4548C04F9AC7,early,0,51,51,512,2.8725371267281328,2.869402545106177,-0.003134581621955679,0.043137254901960784,255,1,low,12,1066,0.6847109541531803
4548C04F9AC7,early_mid,51,102,51,512,2.8725371267281328,2.8793523751053156,0.0068152483771828365,0.01568627450980392,255,1,low,12,1066,0.6847109541531803
4548C04F9AC7,middle,204,256,52,512,2.8725371267281328,2.880806073955461,0.008268947227328294,0.01568627450980392,255,1,low,12,1066,0.6847109541531803
4548C04F9AC7,late,358,409,51,512,2.8725371267281328,2.8729870440913183,0.0004499173631855591,0.07450980392156863,255,1,low,12,1066,0.6847109541531803
4548C04F9AC7,random,111,162,51,512,2.8725371267281328,2.8729696984384576,0.0004325717103248472,0.011764705882352941,255,1,low,12,1066,0.6847109541531803
7263826C2217,early,0,51,51,512,2.1461381800034465,2.1469595890419155,0.0008214090384690564,0.023529411764705882,255,2,low,9,1250,1.8016153474526948
7263826C2217,early_mid,51,102,51,512,2.1461381800034465,2.155449504478305,0.009311324474858385,0.023529411764705882,255,2,low,9,1250,1.8016153474526948
7263826C2217,middle,204,256,52,512,2.1461381800034465,2.3849484312768077,0.2388102512733612,0.1411764705882353,255,2,low,9,1250,1.8016153474526948
7263826C2217,late,358,409,51,512,2.1461381800034465,2.154889065611596,0.008750885608149517,0.03137254901960784,255,2,low,9,1250,1.8016153474526948
7263826C2217,random,119,170,51,512,2.1461381800034465,2.150991791369868,0.004853611366421706,0.03137254901960784,255,2,low,9,1250,1.8016153474526948
F296C5CF54D7,early,0,51,51,512,2.700627315745634,2.715512638466031,0.01488532272039711,0.07058823529411765,255,1,low,6,808,-0.8813832494950519
F296C5CF54D7,early_mid,51,102,51,512,2.700627315745634,2.702242503446691,0.0016151877010570637,0.027450980392156862,255,1,low,6,808,-0.8813832494950519
F296C5CF54D7,middle,204,256,52,512,2.700627315745634,2.7014813741048176,0.0008540583591836182,0.054901960784313725,255,1,low,6,808,-0.8813832494950519
F296C5CF54D7,late,358,409,51,512,2.700627315745634,2.7077280231550627,0.007100707409428697,0.047058823529411764,255,1,low,6,808,-0.8813832494950519
F296C5CF54D7,random,258,309,51,512,2.700627315745634,2.711080229516123,0.010452913770488959,0.0784313725490196,255,1,low,6,808,-0.8813832494950519
D88A1D12032B,early,0,51,51,512,2.30240379782284,2.304697358374502,0.002293560551661855,0.06666666666666667,255,2,low,11,900,-0.32293105284529466
D88A1D12032B,early_mid,51,102,51,512,2.30240379782284,2.3076035144282323,0.005199716605392091,0.03137254901960784,255,2,low,11,900,-0.32293105284529466
D88A1D12032B,middle,204,256,52,512,2.30240379782284,2.3145947026271445,0.012190904804304292,0.054901960784313725,255,2,low,11,900,-0.32293105284529466
D88A1D12032B,late,358,409,51,512,2.30240379782284,2.294696403952206,-0.007707393870634238,0.0392156862745098,255,2,low,11,900,-0.32293105284529466
D88A1D12032B,random,308,359,51,512,2.30240379782284,2.3060209984872855,0.0036172006644452637,0.03137254901960784,255,2,low,11,900,-0.32293105284529466
86B8E74548F4,early,0,51,51,512,3.0585596196791704,3.058075085808249,-0.00048453387092139977,0.050980392156862744,255,2,low,8,1020,0.4054848558283017
86B8E74548F4,early_mid,51,102,51,512,3.0585596196791704,3.0762851789885874,0.017725559309416994,0.06274509803921569,255,2,low,8,1020,0.4054848558283017
86B8E74548F4,middle,204,256,52,512,3.0585596196791704,3.063813168394799,0.005253548715628664,0.0784313725490196,255,2,low,8,1020,0.4054848558283017
86B8E74548F4,late,358,409,51,512,3.0585596196791704,3.056802906709559,-0.0017567129696116623,0.054901960784313725,255,2,low,8,1020,0.4054848558283017
86B8E74548F4,random,13,64,51,512,3.0585596196791704,3.0504453472062654,-0.008114272472905082,0.054901960784313725,255,2,low,8,1020,0.4054848558283017
3EC88BE82F4F,early,0,51,51,512,2.6231955378663305,2.644975680930942,0.0217801430646114,0.07058823529411765,255,2,low,8,841,-0.6810688746098129
3EC88BE82F4F,early_mid,51,102,51,512,2.6231955378663305,2.6230272667080747,-0.00016827115825579497,0.09019607843137255,255,2,low,8,841,-0.6810688746098129
3EC88BE82F4F,middle,204,256,52,512,2.6231955378663305,2.6309999727735334,0.00780443490720284,0.047058823529411764,255,2,low,8,841,-0.6810688746098129
3EC88BE82F4F,late,358,409,51,512,2.6231955378663305,2.622723500868853,-0.00047203699747733197,0.07058823529411765,255,2,low,8,841,-0.6810688746098129
3EC88BE82F4F,random,287,338,51,512,2.6231955378663305,2.6240030774883194,0.0008075396219888731,0.06666666666666667,255,2,low,8,841,-0.6810688746098129
305B4157DD19,early,0,51,51,512,1.8124085351532582,1.8196073045917587,0.0071987694385005074,0.050980392156862744,255,1,low,9,920,-0.20152840139969527
305B4157DD19,early_mid,51,102,51,512,1.8124085351532582,1.8132467606488396,0.000838225495581435,0.0196078431372549,255,1,low,9,920,-0.20152840139969527
305B4157DD19,middle,204,256,52,512,1.8124085351532582,1.8113104726753984,-0.001098062477859818,0.01568627450980392,255,1,low,9,920,-0.20152840139969527
305B4157DD19,late,358,409,51,512,1.8124085351532582,1.8231409241171443,0.010732388963886175,0.01568627450980392,255,1,low,9,920,-0.20152840139969527
305B4157DD19,random,101,152,51,512,1.8124085351532582,1.8087949004827761,-0.0036136346704820355,0.0196078431372549,255,1,low,9,920,-0.20152840139969527
EA04020F5ECD,early,0,51,51,512,2.3379167294969747,2.3677446627149394,0.02982793321796473,0.07058823529411765,255,2,low,8,954,0.0048561060578237
EA04020F5ECD,early_mid,51,102,51,512,2.3379167294969747,2.3334473254633883,-0.004469404033586422,0.054901960784313725,255,2,low,8,954,0.0048561060578237
EA04020F5ECD,middle,204,256,52,512,2.3379167294969747,2.3493081186331954,0.011391389136220731,0.054901960784313725,255,2,low,8,954,0.0048561060578237
EA04020F5ECD,late,358,409,51,512,2.3379167294969747,2.411927900127336,0.07401117063036144,0.09411764705882353,255,2,low,8,954,0.0048561060578237
EA04020F5ECD,random,366,417,51,512,2.3379167294969747,2.456807933134191,0.1188912036372165,0.13333333333333333,255,2,low,8,954,0.0048561060578237
43CBE96B374E,early,0,51,51,512,3.2316992067823223,3.238040819355086,0.006341612572763555,0.0392156862745098,255,1,low,9,829,-0.7539104654771726
43CBE96B374E,early_mid,51,102,51,512,3.2316992067823223,3.236466591030944,0.004767384248621553,0.03529411764705882,255,1,low,9,829,-0.7539104654771726
43CBE96B374E,middle,204,256,52,512,3.2316992067823223,3.225922408758425,-0.0057767980238971894,0.0196078431372549,255,1,low,9,829,-0.7539104654771726
43CBE96B374E,late,358,409,51,512,3.2316992067823223,3.237928083831189,0.0062288770488665435,0.06666666666666667,255,1,low,9,829,-0.7539104654771726
43CBE96B374E,random,332,383,51,512,3.2316992067823223,3.2181154737285538,-0.013583733053768476,0.027450980392156862,255,1,low,9,829,-0.7539104654771726
408959B1EA22,early,0,51,51,512,2.1074502449409636,2.1199047313017005,0.012454486360736983,0.054901960784313725,255,2,low,11,790,-0.9906456357960913
408959B1EA22,early_mid,51,102,51,512,2.1074502449409636,2.107741619558895,0.0002913746179316057,0.058823529411764705,255,2,low,11,790,-0.9906456357960913
408959B1EA22,middle,204,256,52,512,2.1074502449409636,2.1205433826820523,0.013093137741088778,0.08627450980392157,255,2,low,11,790,-0.9906456357960913
408959B1EA22,late,358,409,51,512,2.1074502449409636,2.160627000472125,0.0531767555311613,0.06666666666666667,255,2,low,11,790,-0.9906456357960913
408959B1EA22,random,359,410,51,512,2.1074502449409636,2.160833734624526,0.053383489683562324,0.058823529411764705,255,2,low,11,790,-0.9906456357960913
7F2C6238F4AA,early,0,51,51,512,2.457240385167739,2.4536372727038813,-0.003603112463857805,0.047058823529411764,255,2,low,9,851,-0.6203675488870132
7F2C6238F4AA,early_mid,51,102,51,512,2.457240385167739,2.4472793504303576,-0.009961034737381524,0.027450980392156862,255,2,low,9,851,-0.6203675488870132
7F2C6238F4AA,middle,204,256,52,512,2.457240385167739,2.4508386312746535,-0.0064017538930856155,0.011764705882352941,255,2,low,9,851,-0.6203675488870132
7F2C6238F4AA,late,358,409,51,512,2.457240385167739,2.4801852057961855,0.022944820628446383,0.043137254901960784,255,2,low,9,851,-0.6203675488870132
7F2C6238F4AA,random,279,330,51,512,2.457240385167739,2.4761203691071154,0.018879983939376288,0.050980392156862744,255,2,low,9,851,-0.6203675488870132
BD7F5D94AFED,early,0,51,51,512,3.018503525677849,3.0297508090150123,0.011247283337163072,0.03137254901960784,255,2,low,10,804,-0.9056637797841718
BD7F5D94AFED,early_mid,51,102,51,512,3.018503525677849,3.024456921745749,0.0059533960678996856,0.03137254901960784,255,2,low,10,804,-0.9056637797841718
BD7F5D94AFED,middle,204,256,52,512,3.018503525677849,3.023688701554841,0.005185175876991632,0.050980392156862744,255,2,low,10,804,-0.9056637797841718
BD7F5D94AFED,late,358,409,51,512,3.018503525677849,3.007051684809666,-0.011451840868183183,0.050980392156862744,255,2,low,10,804,-0.9056637797841718
BD7F5D94AFED,random,214,265,51,512,3.018503525677849,3.0170390110389858,-0.0014645146388634345,0.058823529411764705,255,2,low,10,804,-0.9056637797841718
B6D776FC5087,early,0,51,51,512,2.061132060312757,2.068159289453544,0.007027229140786684,0.03529411764705882,255,2,low,9,821,-0.8024715260554123
B6D776FC5087,early_mid,51,102,51,512,2.061132060312757,2.06681053498212,0.005678474669362998,0.03137254901960784,255,2,low,9,821,-0.8024715260554123
B6D776FC5087,middle,204,256,52,512,2.061132060312757,2.0882256143233358,0.027093554010578558,0.027450980392156862,255,2,low,9,821,-0.8024715260554123
B6D776FC5087,late,358,409,51,512,2.061132060312757,2.0400859281128527,-0.021046132199904477,0.03137254901960784,255,2,low,9,821,-0.8024715260554123
B6D776FC5087,random,112,163,51,512,2.061132060312757,2.0827713470832974,0.021639286770540167,0.03137254901960784,255,2,low,9,821,-0.8024715260554123
2E57A0350FFD,early,0,51,51,512,2.0705328548655793,2.0752736334707222,0.004740778605142992,0.027450980392156862,255,1,low,6,811,-0.863172851778212
2E57A0350FFD,early_mid,51,102,51,512,2.0705328548655793,2.0621128830255246,-0.008419971840054608,0.047058823529411764,255,1,low,6,811,-0.863172851778212
2E57A0350FFD,middle,204,256,52,512,2.0705328548655793,2.0584967968510646,-0.012036058014514683,0.07058823529411765,255,1,low,6,811,-0.863172851778212
2E57A0350FFD,late,358,409,51,512,2.0705328548655793,2.067407948363061,-0.0031249065025180656,0.03529411764705882,255,1,low,6,811,-0.863172851778212
2E57A0350FFD,random,229,280,51,512,2.0705328548655793,2.068365265341366,-0.0021675895242130316,0.07058823529411765,255,1,low,6,811,-0.863172851778212
8FFBD4C432B4,early,0,51,51,512,2.105288778566847,2.1160440622591503,0.010755283692303497,0.07058823529411765,255,2,low,10,792,-0.9785053706515314
8FFBD4C432B4,early_mid,51,102,51,512,2.105288778566847,2.130816873849607,0.025528095282760344,0.0196078431372549,255,2,low,10,792,-0.9785053706515314
8FFBD4C432B4,middle,204,256,52,512,2.105288778566847,2.114227028454051,0.008938249887204375,0.03137254901960784,255,2,low,10,792,-0.9785053706515314
8FFBD4C432B4,late,358,409,51,512,2.105288778566847,2.143680924060298,0.038392145493451046,0.07058823529411765,255,2,low,10,792,-0.9785053706515314
8FFBD4C432B4,random,301,352,51,512,2.105288778566847,2.162449831121108,0.05716105255426118,0.050980392156862744,255,2,low,10,792,-0.9785053706515314
057DACBB2B12,early,0,51,51,512,2.542284797219669,2.5614848716586245,0.01920007443895555,0.03529411764705882,255,1,low,9,1218,1.6073711051397357
057DACBB2B12,early_mid,51,102,51,512,2.542284797219669,2.5396755293303843,-0.0026092678892846166,0.027450980392156862,255,1,low,9,1218,1.6073711051397357
057DACBB2B12,middle,204,256,52,512,2.542284797219669,2.628889555089614,0.08660475786994493,0.09803921568627451,255,1,low,9,1218,1.6073711051397357
057DACBB2B12,late,358,409,51,512,2.542284797219669,2.5623550714231005,0.02007027420343155,0.023529411764705882,255,1,low,9,1218,1.6073711051397357
057DACBB2B12,random,142,193,51,512,2.542284797219669,2.546696128097235,0.004411330877565955,0.03529411764705882,255,1,low,9,1218,1.6073711051397357
961D937626F7,early,0,51,51,512,2.1937322579178153,2.1981992160572723,0.004466958139456967,0.023529411764705882,255,1,low,9,966,0.07769769692518334
961D937626F7,early_mid,51,102,51,512,2.1937322579178153,2.1912516799627566,-0.002480577955058738,0.0196078431372549,255,1,low,9,966,0.07769769692518334
