essay_id,score,grade,ell,prompt_id,word_count,token_count,regime,burn_in_used,half_life,half_life_128,delta_max,delta_128,ppl_W32,ppl_W64,ppl_W128,ppl_W256,ppl_W384,ppl_W512,score_bin
F76B24B4AB78,2,10,ELL,Exploring Venus,328,434,short,128,55.079114014967686,55.079114014967686,2.3189528840728304,2.3189528840728304,14.2344352633486,12.62678056217149,11.915482379275769,,,,low
67569429BA4F,2,9,non_ELL,Does the electoral college work?,325,439,short,128,51.99989774187807,51.99989774187807,0.6675164838071144,0.6675164838071144,4.744174515872444,4.210158598453513,4.07665803206533,,,,low
44E1D37DCE9B,1,9,ELL,Does the electoral college work?,398,509,short,128,49.9345691051136,49.9345691051136,2.326116517535505,2.326116517535505,8.096382791854122,6.021180200565976,5.770266274318617,,,,low
216896F62055,1,10,non_ELL,Facial action coding system,307,427,short,128,56.10785309473063,56.10785309473063,0.9596921328774819,0.9596921328774819,22.29430447050253,21.657372012614115,21.33461233762505,,,,low
B39FCEF07F51,1,9,non_ELL,Does the electoral college work?,378,436,short,128,60.91940357541022,60.91940357541022,0.6935875144620773,0.6935875144620773,13.219116766753508,12.835381320672967,12.525529252291431,,,,low
B13B81A12D38,2,6,non_ELL,"""A Cowboy Who Rode the Waves""",383,507,short,128,70.98615852074767,70.98615852074767,8.358369068123515,8.358369068123515,40.07559577801093,36.40850523524841,31.717226709887413,,,,low
6E919842050C,2,9,non_ELL,Does the electoral college work?,374,515,short,128,62.871611050123306,62.871611050123306,0.8912875588136284,0.8912875588136284,11.30715832155004,10.845225806338428,10.41587076273641,,,,low
CDC867E947A2,2,10,non_ELL,Car-free cities,412,582,short,128,89.61145705535289,89.61145705535289,0.9652973350639531,0.9652973350639531,11.21874112448679,11.058098312690014,10.253443789422837,,,,low
64183B7D3207,2,10,non_ELL,Car-free cities,586,919,extended,512,121.78790922605381,79.09891069949624,1.7749336991005107,0.9476592214440771,9.003965716315635,8.676437774562665,8.056306494871558,7.367791371941647,7.285190093725736,7.229032017215125,low
41F94D05D278,2,9,non_ELL,Does the electoral college work?,306,402,short,128,45.37352438557601,45.37352438557601,0.3250720449857134,0.3250720449857134,9.424506105486085,9.035591966638654,9.099434060500371,,,,low
EB13EC9C3AB5,2,8,non_ELL,Mandatory extracurricular activities,366,419,short,128,55.03665128962953,55.03665128962953,0.8822492467174605,0.8822492467174605,9.222289928671849,8.609527779781137,8.340040681954388,,,,low
B7AE34990F95,2,10,ELL,Exploring Venus,307,418,short,128,60.91595670858706,60.91595670858706,1.904603220890543,1.904603220890543,17.67905815436608,16.625188422807135,15.774454933475536,,,,low
211941CEE73C,2,10,non_ELL,Car-free cities,476,598,short,128,59.757366928578705,59.757366928578705,0.7787017018557378,0.7787017018557378,11.65447622517006,11.205614225335921,10.875774523314321,,,,low
14EE006078C4,2,11,ELL,Distance learning,536,619,short,128,55.56450645894257,55.56450645894257,3.4345101861040916,3.4345101861040916,21.04219103988299,18.71020233163608,17.6076808537789,,,,low
5D934B4BED8F,1,10,non_ELL,Car-free cities,297,429,short,128,71.37385752369474,71.37385752369474,2.1950047214161508,2.1950047214161508,11.425787016113597,10.471201437052203,9.230782294697446,,,,low
C0E55316F183,2,9,non_ELL,Does the electoral college work?,471,585,short,128,58.79248331490638,58.79248331490638,1.089024516295991,1.089024516295991,12.211230233958922,11.560883938845562,11.122205717662931,,,,low
ACAB1FCA0A30,2,9,non_ELL,Does the electoral college work?,349,439,short,128,54.28783941000882,54.28783941000882,0.9320245595729642,0.9320245595729642,12.905924941691664,12.236842906468874,11.9739003821187,,,,low
8B05C662379D,2,8,non_ELL,Grades for extracurricular activities,463,513,short,128,56.541204668546285,56.541204668546285,1.573917756095625,1.573917756095625,28.00829697662866,26.982158103755566,26.434379220533035,,,,low
A15A51E83757,2,9,non_ELL,Does the electoral college work?,401,507,short,128,90.55278211301412,90.55278211301412,0.7463752692477899,0.7463752692477899,8.32105917016784,8.212488522027291,7.574683900920051,,,,low
2E0AF5C8526F,2,10,non_ELL,Facial action coding system,325,421,short,128,88.22283393580331,88.22283393580331,1.5849156000952345,1.5849156000952345,11.809663030593114,11.499782940096386,10.22474743049788,,,,low
302E9406768D,2,6,non_ELL,"""A Cowboy Who Rode the Waves""",316,418,short,128,72.3556492521215,72.3556492521215,3.224655034962332,3.224655034962332,19.204085898936214,17.833868191966765,15.979430863973882,,,,low
3C0AD7817D49,2,10,non_ELL,Facial action coding system,384,438,short,128,78.8469770671447,78.8469770671447,2.1949929145694522,2.1949929145694522,10.636269723397994,9.87027891439939,8.441276808828542,,,,low
1DEDB886B240,2,10,ELL,Facial action coding system,273,436,short,128,93.78561809413861,93.78561809413861,6.47087511009423,6.47087511009423,32.19493277901396,31.776132614851807,25.72405766891973,,,,low
1BB1E58F694A,2,8,non_ELL,Mandatory extracurricular activities,378,509,short,128,91.00527494271154,91.00527494271154,0.6873143114911389,0.6873143114911389,3.958188286371992,3.8653927321809114,3.2708739748808533,,,,low
F33EB52BBB43,2,9,non_ELL,Does the electoral college work?,500,663,main,384,299.7178433165884,44.933874956014236,2.1280801571483323,0.26593622805219574,13.89692329561717,13.56794380081723,13.630987067564975,13.384809499760346,11.768843138468839,,low
D4CAF981DE04,2,10,non_ELL,Exploring Venus,483,564,short,128,77.83657781394169,77.83657781394169,1.229530931068087,1.229530931068087,18.525281957311513,18.080087263277786,17.295751026243426,,,,low
828FD0B64062,1,9,non_ELL,Does the electoral college work?,387,589,short,128,93.32338697461633,93.32338697461633,0.9187882234007692,0.9187882234007692,10.157742550961405,10.086823268143231,9.238954327560636,,,,low
9A12F67BA18B,2,9,non_ELL,Does the electoral college work?,353,478,short,128,64.43629152746954,64.43629152746954,3.0167216642413237,3.0167216642413237,16.744125095504955,15.246117420354446,13.727403431263632,,,,low
C94D88474063,2,10,non_ELL,Car-free cities,482,693,main,384,199.31807153161958,89.38711618814573,3.340061540602022,1.2766098516809965,13.178459525617376,12.959825955968189,11.901849673936379,11.195747048025705,9.838397985015353,,low
25A752FB734B,1,9,non_ELL,Does the electoral college work?,330,467,short,128,96.60762023436573,96.60762023436573,2.764029272406413,2.764029272406413,18.759172092302567,18.812671703572303,15.995142819896154,,,,low
F45B396E0A01,1,9,non_ELL,Does the electoral college work?,363,443,short,128,51.98907752621141,51.98907752621141,1.2536833454189136,1.2536833454189136,17.865441593676405,16.861946885108708,16.61175824825749,,,,low
C50FE04C4D29,1,6,non_ELL,"""A Cowboy Who Rode the Waves""",559,656,main,384,107.93466188093944,77.66799765505816,5.407673267434278,3.376966830313677,15.694172980608174,14.46420872391449,12.317206150294497,11.063762539698347,10.286499713173896,,low
9CE836599EEE,2,9,non_ELL,Does the electoral college work?,456,606,short,128,55.49325520721996,55.49325520721996,0.4124156676564761,0.4124156676564761,4.672781863052779,4.391907602576703,4.260366195396303,,,,low
85B3EE483BEF,2,8,non_ELL,Seeking multiple opinions,415,460,short,128,57.857632911413134,57.857632911413134,0.31678709746864087,0.31678709746864087,6.668386400773948,6.472367160464405,6.351599303305307,,,,low
41A11AE8C5A8,2,6,non_ELL,"""A Cowboy Who Rode the Waves""",278,402,short,128,91.25403285959572,91.25403285959572,2.18101375579341,2.18101375579341,13.938325961847829,13.656634651935788,11.757312206054419,,,,low
373533CF5190,2,10,non_ELL,Driverless cars,307,412,short,128,64.57490835254974,64.57490835254974,0.4485741844120934,0.4485741844120934,8.722406662353414,8.500152590823081,8.27383247794132,,,,low
D3E0089B305C,1,10,non_ELL,Facial action coding system,332,442,short,128,55.65616700874948,55.65616700874948,1.5954468525469956,1.5954468525469956,21.116432804950435,20.037342112391894,19.52098595240344,,,,low
1289C8AF32C4,2,10,ELL,Exploring Venus,403,528,short,128,84.37486789717818,84.37486789717818,2.009268517029902,2.009268517029902,20.140617078868676,19.605191492409475,18.131348561838774,,,,low
F36CC3998B8C,2,9,non_ELL,Does the electoral college work?,309,480,short,128,62.73851101574675,62.73851101574675,2.7217120663026364,2.7217120663026364,17.430940721283427,16.01423602018279,14.709228654980791,,,,low
17C688FD8337,1,9,non_ELL,Does the electoral college work?,417,585,short,128,57.53611728352795,57.53611728352795,1.0919039641718395,1.0919039641718395,11.131912945334829,10.447765734042893,10.04000898116299,,,,low
3CA8BC5FDD12,2,8,non_ELL,Mandatory extracurricular activities,409,490,short,128,47.92900953103346,47.92900953103346,1.108972400062532,1.108972400062532,10.210875537949235,9.09696080480579,9.101903137886703,,,,low
01B52B1D14F8,2,10,ELL,Facial action coding system,377,501,short,128,48.90514475955081,48.90514475955081,1.340500430478949,1.340500430478949,9.358563083264002,8.089836480047795,8.018062652785053,,,,low
BFDD411D610F,2,10,non_ELL,Car-free cities,380,470,short,128,77.3516529427475,77.3516529427475,2.197536006647276,2.197536006647276,36.50687568688878,35.69775917067863,34.30933968024151,,,,low
DA06C685218C,2,8,non_ELL,Mandatory extracurricular activities,315,410,short,128,55.938428830649485,55.938428830649485,1.5730898891497933,1.5730898891497933,13.904243970217127,12.852819985608285,12.331154081067334,,,,low
4585DE769AE9,1,12,ELL,Distance learning,421,500,short,128,57.478881906994886,57.478881906994886,6.4195254244212485,6.4195254244212485,15.172936253269924,11.141660188422602,8.753410828848676,,,,low
A1F48D16C67B,1,10,ELL,Facial action coding system,473,580,short,128,59.227156798704115,59.227156798704115,1.6916536321637103,1.6916536321637103,28.344716747097085,27.350618894180336,26.653063114933374,,,,low
31DDE751E2BD,2,8,non_ELL,The Face on Mars,356,503,short,128,79.37350076294355,79.37350076294355,1.630931142724176,1.630931142724176,33.13250532645374,32.574853103372654,31.501574183729563,,,,low
EC3DD758D9F0,1,10,non_ELL,Exploring Venus,453,588,short,128,58.79690407898077,58.79690407898077,0.4315518060591419,0.4315518060591419,10.554447564274028,10.296774928786173,10.122895758214886,,,,low
687134C8A628,2,10,ELL,Car-free cities,347,499,short,128,54.71327761153414,54.71327761153414,1.7658427888602972,1.7658427888602972,28.165608023848815,26.921688713523597,26.399765234988518,,,,low
9FECD0D50903,2,8,non_ELL,Mandatory extracurricular activities,412,446,short,128,78.40120532962312,78.40120532962312,1.51735989467128,1.51735989467128,17.940184375230476,17.40179013793395,16.422824480559196,,,,low
4195C11B8348,1,9,non_ELL,Does the electoral college work?,503,568,short,128,71.17005395510226,71.17005395510226,1.7932372198591011,1.7932372198591011,10.413539228613413,9.630044143475962,8.620302008754312,,,,low
C71DC2FEAD0C,2,10,non_ELL,Facial action coding system,318,401,short,128,78.89575657840095,78.89575657840095,2.897732194814953,2.897732194814953,14.130301408786995,13.120948379860815,11.232569213972042,,,,low
7214C472823B,2,8,non_ELL,Mandatory extracurricular activities,445,524,short,128,54.50521150801109,54.50521150801109,1.2277309491469381,1.2277309491469381,13.597521818854922,12.724670871448428,12.369790869707984,,,,low
49EC678EC9BB,2,9,non_ELL,Does the electoral college work?,478,619,short,128,93.87111540002435,93.87111540002435,0.5005440262967387,0.5005440262967387,8.926780263406178,8.89555743026402,8.426236237109439,,,,low
AAD67553FAF0,2,10,non_ELL,Driverless cars,333,444,short,128,68.81369167827036,68.81369167827036,1.074464844952324,1.074464844952324,12.786802630786744,12.293263949560888,11.71233778583442,,,,low
AC38AA9C5E8B,2,8,non_ELL,The Face on Mars,457,594,short,128,75.00132360712536,75.00132360712536,2.936686627539949,2.936686627539949,20.600279829820632,19.436731296988132,17.663593202280683,,,,low
F744ABAAC3FB,1,9,non_ELL,Does the electoral college work?,298,458,short,128,82.64163495624288,82.64163495624288,0.9958159988981787,0.9958159988981787,12.203779364561772,11.910504383930025,11.207963365663593,,,,low
6CE2817B7E7A,2,10,non_ELL,Driverless cars,337,417,short,128,55.938519280159824,55.938519280159824,3.916159408550932,3.916159408550932,29.032249625159746,26.414771501157894,25.116090216608814,,,,low
AA01A40D15DA,2,6,non_ELL,"""A Cowboy Who Rode the Waves""",479,566,short,128,77.70000014978905,77.70000014978905,1.4554033101802393,1.4554033101802393,13.250302604276715,12.72080199915528,11.794899294096476,,,,low
B6B7196E454E,2,10,non_ELL,Exploring Venus,332,430,short,128,50.688519783012666,50.688519783012666,1.8435012735004923,1.8435012735004923,9.098064344867508,7.519768111753372,7.2545630713670155,,,,low
27A071CC4338,2,8,non_ELL,Seeking multiple opinions,308,407,short,128,53.69182573288272,53.69182573288272,1.415361057874584,1.415361057874584,8.808703709823178,7.764726259291454,7.393342651948593,,,,low
CAE63BBF4546,1,10,non_ELL,Exploring Venus,314,437,short,128,53.33256578033405,53.33256578033405,4.925993975610192,4.925993975610192,14.357060078396831,10.662431667480531,9.43106610278664,,,,low
4.30762E+11,2,11,ELL,Distance learning,498,611,short,128,75.59508095013152,75.59508095013152,1.7906027257741695,1.7906027257741695,17.334117613699505,16.636910093254198,15.543514887925335,,,,low
0BB0E957B6FE,2,9,non_ELL,Does the electoral college work?,351,450,short,128,91.00331482994038,91.00331482994038,1.14525259853672,1.14525259853672,6.165639944602682,6.010964825770368,5.020387346065962,,,,low
3AFCB4C6285D,2,10,non_ELL,Exploring Venus,316,425,short,128,95.74557195873257,95.74557195873257,0.43363816894026286,0.43363816894026286,9.206367263660903,9.202946657045244,8.77272909472064,,,,low
8B5A7E5D7BB5,1,9,non_ELL,Does the electoral college work?,301,421,short,128,45.493447918359465,45.493447918359465,0.27466906795595847,0.27466906795595847,6.203598748345947,5.877906967128501,5.928929680389989,,,,low
8D242A52F9B3,2,8,non_ELL,The Face on Mars,412,542,short,128,57.02945491521563,57.02945491521563,4.793046220303033,4.793046220303033,19.526210706115027,16.462271048434797,14.733164485811994,,,,low
B84458707731,2,9,non_ELL,Does the electoral college work?,322,437,short,128,82.863601930655,82.863601930655,0.43655979265541056,0.43655979265541056,11.140919729210607,11.013864326859236,10.704359936555196,,,,low
8C9A286F5351,2,8,ELL,The Face on Mars,319,489,short,128,77.44976222403191,77.44976222403191,0.9776385559650009,0.9776385559650009,14.179231107856484,13.820470625809325,13.201592551891483,,,,low
2B4A794ED0D8,2,9,non_ELL,Does the electoral college work?,479,663,main,384,264.22845698941745,82.92279472815795,1.757643534031791,0.6348913556047364,15.883121331618904,15.698935011005378,15.248229976014168,15.064675735181485,14.125477797587113,,low
5DD063D65899,1,9,non_ELL,Does the electoral college work?,532,743,main,384,119.56841248528836,92.2568131459575,3.0650014375220387,1.737424321022793,15.127181050071451,14.945230181926892,13.389756729048658,12.403727392849635,12.062179612549413,,low
70B8B9249382,2,6,non_ELL,"""A Cowboy Who Rode the Waves""",325,407,short,128,60.36533887131398,60.36533887131398,1.6417240561453745,1.6417240561453745,20.4251087722643,19.499063607865065,18.783384716118924,,,,low
7.66376E+11,2,10,non_ELL,Driverless cars,397,464,short,128,71.1993077545034,71.1993077545034,0.5904007336745956,0.5904007336745956,13.262386460962952,13.004601805203938,12.671985727288357,,,,low
5E259D12208D,2,10,ELL,Driverless cars,332,436,short,128,53.35701587193864,53.35701587193864,0.9654317407002404,0.9654317407002404,7.558018767087763,6.834747878316275,6.592587026387522,,,,low
F535CB6993A9,2,10,non_ELL,Car-free cities,424,550,short,128,67.41880509349345,67.41880509349345,1.6117719270959423,1.6117719270959423,12.469563484567457,11.709156436402465,10.857791557471515,,,,low
F15FFBB0E896,1,10,non_ELL,Car-free cities,340,481,short,128,91.31090215441587,91.31090215441587,2.1204693393362,2.1204693393362,13.48140403967737,13.210394699176366,11.36093470034117,,,,low
C0E94C60E7C5,1,10,non_ELL,Car-free cities,274,403,short,128,66.99910648271518,66.99910648271518,3.6105187784108814,3.6105187784108814,23.803007290551893,22.08650340679842,20.19248851214101,,,,low
