k,context,entropy,condition,position,target_word
1,me,10.572490692138672,courtroom,1,me
2,tells me,5.011651515960693,courtroom,1,me
1,et,11.22021484375,courtroom,2,et
2,"FORCE, et",3.3252854347229004,courtroom,2,et
1,"FORCE,",11.482250213623047,courtroom,1,"FORCE,"
2,"AIR FORCE,",10.741506576538086,courtroom,1,"FORCE,"
1,England,9.470195770263672,courtroom,2,England
2,New England,8.255477905273438,courtroom,2,England
1,New,12.359051704406738,courtroom,1,New
2,represent New,4.172853946685791,courtroom,1,New
1,I,11.117331504821777,courtroom,2,I
2,am I,8.29458236694336,courtroom,2,I
1,am,11.342445373535156,courtroom,1,am
2,Where am,0.2554067373275757,courtroom,1,am
1,that's,6.693538665771484,courtroom,1,that's
2,Actually that's,6.6724700927734375,courtroom,1,that's
1,where,11.376585006713867,courtroom,2,where
2,that's where,5.7900543212890625,courtroom,2,where
1,"""Woonasquatucket",8.818008422851562,courtroom,2,"""Woonasquatucket"
2,"and ""Woonasquatucket",7.512854099273682,courtroom,2,"""Woonasquatucket"
1,and,11.574933052062988,courtroom,1,and
2,"""tailrace"" and",7.008608818054199,courtroom,1,and
1,move,10.777840614318848,courtroom,1,move
2,You move,5.802496433258057,courtroom,1,move
1,to,11.301959037780762,courtroom,2,to
2,move to,9.953889846801758,courtroom,2,to
1,would,10.050649642944336,courtroom,1,would
2,I would,6.116856098175049,courtroom,1,would
1,say,9.818024635314941,courtroom,2,say
2,would say,6.8629560470581055,courtroom,2,say
1,you,10.660537719726562,courtroom,1,you
2,Do you,5.721115589141846,courtroom,1,you
1,recall,9.789066314697266,courtroom,2,recall
2,you recall,6.171844005584717,courtroom,2,recall
1,"14,",10.965289115905762,courtroom,2,"14,"
2,"September 14,",5.610990524291992,courtroom,2,"14,"
1,September,10.07213020324707,courtroom,1,September
2,says September,7.261549472808838,courtroom,1,September
1,the,12.734390258789062,courtroom,1,the
2,did the,12.016401290893555,courtroom,1,the
1,windows,10.70998764038086,courtroom,2,windows
2,the windows,7.118146896362305,courtroom,2,windows
1,there,9.811803817749023,courtroom,1,there
2,wasn't there,6.211802959442139,courtroom,1,there
1,full,11.391563415527344,courtroom,2,full
2,there full,10.035012245178223,courtroom,2,full
1,of,12.024920463562012,courtroom,1,of
2,record of,10.462824821472168,courtroom,1,of
1,the,12.734390258789062,courtroom,2,the
2,of the,12.293905258178711,courtroom,2,the
1,there,9.811803817749023,courtroom,1,there
2,Was there,4.276989459991455,courtroom,1,there
1,a,11.316549301147461,courtroom,2,a
2,there a,9.557626724243164,courtroom,2,a
1,labeled,10.142254829406738,courtroom,2,labeled
2,you've labeled,5.786323547363281,courtroom,2,labeled
1,you've,6.253358840942383,courtroom,1,you've
2,And you've,4.869587421417236,courtroom,1,you've
1,just,11.214090347290039,courtroom,1,just
2,I just,6.858152866363525,courtroom,1,just
1,don't,7.345463752746582,courtroom,2,don't
2,just don't,7.719025135040283,courtroom,2,don't
1,to,11.301959037780762,courtroom,1,to
2,back to,10.462959289550781,courtroom,1,to
1,Smith,10.416609764099121,courtroom,2,Smith
2,to Smith,6.7437262535095215,courtroom,2,Smith
1,did,10.002723693847656,courtroom,1,did
2,How did,4.845237731933594,courtroom,1,did
1,that,10.947566986083984,courtroom,2,that
2,did that,9.139031410217285,courtroom,2,that
1,I,11.117331504821777,courtroom,1,I
2,"today, I",7.057865142822266,courtroom,1,I
1,don't,7.345463752746582,courtroom,2,don't
2,I don't,4.23712158203125,courtroom,2,don't
1,no,11.925097465515137,courtroom,2,no
2,was no,10.337575912475586,courtroom,2,no
1,was,10.896289825439453,courtroom,1,was
2,There was,5.128911018371582,courtroom,1,was
1,"later,",9.916728019714355,courtroom,1,"later,"
2,"away later,",9.25546932220459,courtroom,1,"later,"
1,dump,10.768133163452148,courtroom,2,dump
2,"later, dump",7.502029895782471,courtroom,2,dump
1,the,12.734390258789062,courtroom,1,the
2,"""interchangeable,"" the",11.383989334106445,courtroom,1,the
1,employees,6.728336334228516,courtroom,2,employees
2,the employees,6.633449077606201,courtroom,2,employees
1,I,11.117331504821777,courtroom,1,I
2,So I,6.604971408843994,courtroom,1,I
1,didn't,6.80245304107666,courtroom,2,didn't
2,I didn't,6.0472731590271,courtroom,2,didn't
1,from,11.629947662353516,courtroom,1,from
2,Came from,9.323379516601562,courtroom,1,from
1,the,12.734390258789062,courtroom,2,the
2,from the,12.40151309967041,courtroom,2,the
1,believe,6.32547664642334,courtroom,1,believe
2,I believe,5.561261177062988,courtroom,1,believe
1,those,11.217927932739258,courtroom,2,those
2,believe those,8.809527397155762,courtroom,2,those
1,the,12.734390258789062,courtroom,1,the
2,in the,11.499937057495117,courtroom,1,the
1,40-S,10.120182991027832,courtroom,2,40-S
2,the 40-S,9.139240264892578,courtroom,2,40-S
1,through,11.072386741638184,courtroom,2,through
2,them through,8.75091552734375,courtroom,2,through
1,them,10.87720012664795,courtroom,1,them
2,into them,6.164205074310303,courtroom,1,them
1,had,11.16131591796875,courtroom,1,had
2,reconditioning had,7.240724086761475,courtroom,1,had
1,plastic,8.483373641967773,courtroom,2,plastic
2,had plastic,8.110941886901855,courtroom,2,plastic
1,a,11.316549301147461,courtroom,2,a
2,have a,10.886540412902832,courtroom,2,a
1,have,10.692431449890137,courtroom,1,have
2,I have,7.546214580535889,courtroom,1,have
1,going,10.563369750976562,courtroom,2,going
2,was going,1.7791283130645752,courtroom,2,going
1,was,10.896289825439453,courtroom,1,was
2,It was,8.293855667114258,courtroom,1,was
1,is,11.129858016967773,courtroom,1,is
2,This is,6.711753845214844,courtroom,1,is
1,one,10.6817045211792,courtroom,2,one
2,is one,3.6493217945098877,courtroom,2,one
1,"Reporter,",11.353239059448242,courtroom,2,"Reporter,"
2,"Realtime Reporter,",10.419988632202148,courtroom,2,"Reporter,"
1,Realtime,11.532983779907227,courtroom,1,Realtime
2,Reporter/Certified Realtime,10.413012504577637,courtroom,1,Realtime
1,of,12.024920463562012,courtroom,1,of
2,direction of,8.095342636108398,courtroom,1,of
1,the,12.734390258789062,courtroom,2,the
2,of the,12.293905258178711,courtroom,2,the
1,"employment,",9.576677322387695,courtroom,2,"employment,"
2,"full-time employment,",9.094022750854492,courtroom,2,"employment,"
1,full-time,9.799324989318848,courtroom,1,full-time
2,Your full-time,7.469709396362305,courtroom,1,full-time
1,just,11.214090347290039,courtroom,1,just
2,It's just,7.289297580718994,courtroom,1,just
1,that,10.947566986083984,courtroom,2,that
2,just that,7.844131946563721,courtroom,2,that
1,state,11.180764198303223,courtroom,2,state
2,you state,6.245784759521484,courtroom,2,state
1,you,10.660537719726562,courtroom,1,you
2,Would you,7.060911655426025,courtroom,1,you
1,is,11.129858016967773,courtroom,2,is
2,this is,7.515775203704834,courtroom,2,is
1,this,10.959673881530762,courtroom,1,this
2,whether this,8.357874870300293,courtroom,1,this
1,Ikeda,9.045129776000977,courtroom,1,Ikeda
2,Tiffany Ikeda,7.418588638305664,courtroom,1,Ikeda
1,with,11.736027717590332,courtroom,2,with
2,Ikeda with,9.324187278747559,courtroom,2,with
1,the,12.734390258789062,courtroom,2,the
2,in the,11.499937057495117,courtroom,2,the
1,in,11.458725929260254,courtroom,1,in
2,were in,8.515585899353027,courtroom,1,in
1,see,10.684712409973145,courtroom,2,see
2,you see,6.7522711753845215,courtroom,2,see
1,you,10.660537719726562,courtroom,1,you
2,Do you,5.721115589141846,courtroom,1,you
1,two,11.198701858520508,courtroom,2,two
2,were two,9.898971557617188,courtroom,2,two
1,were,11.316572189331055,courtroom,1,were
2,There were,7.657966613769531,courtroom,1,were
1,a,11.316549301147461,courtroom,2,a
2,there a,9.557626724243164,courtroom,2,a
1,there,9.811803817749023,courtroom,1,there
2,Was there,4.276989459991455,courtroom,1,there
1,the,12.734390258789062,courtroom,2,the
2,-- the,12.475828170776367,courtroom,2,the
1,--,10.854382514953613,courtroom,1,--
2,the --,11.623086929321289,courtroom,1,--
1,you,10.660537719726562,courtroom,1,you
2,Do you,5.721115589141846,courtroom,1,you
1,recall,9.789066314697266,courtroom,2,recall
2,you recall,6.171844005584717,courtroom,2,recall
1,remember,9.751459121704102,courtroom,2,remember
2,can't remember,6.078930854797363,courtroom,2,remember
1,can't,7.6911139488220215,courtroom,1,can't
2,I can't,6.68705415725708,courtroom,1,can't
1,two,11.198701858520508,courtroom,2,two
2,about two,6.6530256271362305,courtroom,2,two
1,about,11.107869148254395,courtroom,1,about
2,for about,5.766109943389893,courtroom,1,about
1,this,10.959673881530762,courtroom,1,this
2,Is this,7.696563243865967,courtroom,1,this
1,being,10.280539512634277,courtroom,2,being
2,this being,7.5743489265441895,courtroom,2,being
1,this,10.959673881530762,courtroom,1,this
2,"Now, this",7.862823963165283,courtroom,1,this
1,is,11.129858016967773,courtroom,2,is
2,this is,7.515775203704834,courtroom,2,is
1,with,11.736027717590332,courtroom,1,with
2,-- with,9.637885093688965,courtroom,1,with
1,Mr.,11.020536422729492,courtroom,2,Mr.
2,with Mr.,10.947280883789062,courtroom,2,Mr.
1,probably,11.00655746459961,courtroom,2,probably
2,I probably,6.736013412475586,courtroom,2,probably
1,I,11.117331504821777,courtroom,1,I
2,"know, I",6.1181159019470215,courtroom,1,I
1,"fire,",10.888056755065918,courtroom,2,"fire,"
2,"was fire,",8.788110733032227,courtroom,2,"fire,"
1,was,10.896289825439453,courtroom,1,was
2,There was,5.128911018371582,courtroom,1,was
1,it,10.897254943847656,courtroom,2,it
2,sure it,5.394464015960693,courtroom,2,it
1,sure,10.030720710754395,courtroom,1,sure
2,I'm sure,5.837857723236084,courtroom,1,sure
1,"somewhere,",8.812070846557617,courtroom,2,"somewhere,"
2,"joined somewhere,",8.157917976379395,courtroom,2,"somewhere,"
1,joined,10.204349517822266,courtroom,1,joined
2,They joined,6.104217529296875,courtroom,1,joined
1,into,11.359146118164062,courtroom,1,into
2,flow into,7.627715110778809,courtroom,1,into
1,the,12.734390258789062,courtroom,2,the
2,into the,12.147523880004883,courtroom,2,the
1,does,9.734188079833984,courtroom,1,does
2,What does,6.114275932312012,courtroom,1,does
1,that,10.947566986083984,courtroom,2,that
2,does that,6.767916679382324,courtroom,2,that
1,New,12.359051704406738,courtroom,2,New
2,-- New,9.694753646850586,courtroom,2,New
1,--,10.854382514953613,courtroom,1,--
2,Metro --,11.980865478515625,courtroom,1,--
1,those,11.217927932739258,courtroom,2,those
2,to those,7.643492698669434,courtroom,2,those
1,to,11.301959037780762,courtroom,1,to
2,happened to,8.404107093811035,courtroom,1,to
1,the,12.734390258789062,courtroom,2,the
2,into the,12.147523880004883,courtroom,2,the
1,into,11.359146118164062,courtroom,1,into
2,eventually into,6.875120162963867,courtroom,1,into
1,to,11.301959037780762,courtroom,2,to
2,happen to,10.17237663269043,courtroom,2,to
1,happen,7.7130889892578125,courtroom,1,happen
2,I happen,0.2757006287574768,courtroom,1,happen
1,they,10.613469123840332,courtroom,1,they
2,were they,9.199963569641113,courtroom,1,they
1,close,10.470686912536621,courtroom,2,close
2,they close,6.000739097595215,courtroom,2,close
1,looks,8.334588050842285,courtroom,1,looks
2,The looks,4.864474773406982,courtroom,1,looks
1,of,12.024920463562012,courtroom,2,of
2,looks of,11.628108978271484,courtroom,2,of
1,through,11.072386741638184,courtroom,2,through
2,10 through,8.197833061218262,courtroom,2,through
1,10,9.94316291809082,courtroom,1,10
2,Lines 10,6.695110321044922,courtroom,1,10
1,was,10.896289825439453,courtroom,1,was
2,40-S was,9.630471229553223,courtroom,1,was
1,always,11.110249519348145,courtroom,2,always
2,was always,8.001201629638672,courtroom,2,always
1,cheap,11.863663673400879,courtroom,2,cheap
2,a cheap,10.428279876708984,courtroom,2,cheap
1,a,11.316549301147461,courtroom,1,a
2,of a,11.749037742614746,courtroom,1,a
1,the,12.734390258789062,courtroom,2,the
2,what the,4.970401763916016,courtroom,2,the
1,what,10.599081993103027,courtroom,1,what
2,and what,7.019957542419434,courtroom,1,what
1,was,10.896289825439453,courtroom,1,was
2,I was,8.877824783325195,courtroom,1,was
1,inducted,8.667134284973145,courtroom,2,inducted
2,was inducted,2.3295722007751465,courtroom,2,inducted
1,they,10.613469123840332,courtroom,2,they
2,that they,6.776780605316162,courtroom,2,they
1,that,10.947566986083984,courtroom,1,that
2,-- that,7.738865852355957,courtroom,1,that
1,the,12.734390258789062,courtroom,1,the
2,Where the,12.384400367736816,courtroom,1,the
1,other,11.661579132080078,courtroom,2,other
2,the other,9.178586959838867,courtroom,2,other
1,"""Storage",9.209035873413086,courtroom,2,"""Storage"
2,"here, ""Storage",10.150105476379395,courtroom,2,"""Storage"
1,"here,",10.569401741027832,courtroom,1,"here,"
2,"label here,",9.301342010498047,courtroom,1,"here,"
1,assuming,10.845632553100586,courtroom,1,assuming
2,I'm assuming,5.30773401260376,courtroom,1,assuming
1,there,9.811803817749023,courtroom,2,there
2,assuming there,3.5531389713287354,courtroom,2,there
1,see,10.684712409973145,courtroom,2,see
2,you see,6.7522711753845215,courtroom,2,see
1,you,10.660537719726562,courtroom,1,you
2,Do you,5.721115589141846,courtroom,1,you
1,heard,10.74002742767334,courtroom,1,heard
2,You've heard,4.876908779144287,courtroom,1,heard
1,of,12.024920463562012,courtroom,2,of
2,heard of,8.487524032592773,courtroom,2,of
1,along,9.855757713317871,courtroom,2,along
2,were along,5.116444110870361,courtroom,2,along
1,were,11.316572189331055,courtroom,1,were
2,They were,9.801994323730469,courtroom,1,were
1,one,10.6817045211792,courtroom,2,one
2,them one,8.130414962768555,courtroom,2,one
1,them,10.87720012664795,courtroom,1,them
2,considered them,9.097674369812012,courtroom,1,them
1,Street,10.88773250579834,courtroom,1,Street
2,Smith Street,6.282095909118652,courtroom,1,Street
1,is,11.129858016967773,courtroom,2,is
2,Street is,8.847885131835938,courtroom,2,is
1,your,12.634740829467773,courtroom,2,your
2,of your,11.270902633666992,courtroom,2,your
1,of,12.024920463562012,courtroom,1,of
2,best of,7.617618560791016,courtroom,1,of
1,this,10.959673881530762,courtroom,1,this
2,extend this,9.3115816116333,courtroom,1,this
1,far,11.225980758666992,courtroom,2,far
2,this far,5.826504230499268,courtroom,2,far
1,to,11.301959037780762,courtroom,1,to
2,able to,10.220282554626465,courtroom,1,to
1,work,10.086380004882812,courtroom,2,work
2,to work,6.0808024406433105,courtroom,2,work
1,included,7.191102027893066,courtroom,2,included
2,that included,10.843316078186035,courtroom,2,included
1,that,10.947566986083984,courtroom,1,that
2,And that,5.664247512817383,courtroom,1,that
1,say,9.818024635314941,courtroom,2,say
2,you say,6.436583995819092,courtroom,2,say
1,you,10.660537719726562,courtroom,1,you
2,If you,6.00977087020874,courtroom,1,you
1,talking,11.032435417175293,courtroom,2,talking
2,you talking,2.6229124069213867,courtroom,2,talking
1,you,10.660537719726562,courtroom,1,you
2,Are you,8.059492111206055,courtroom,1,you
1,Darrell,9.644482612609863,courtroom,2,Darrell
